iteration,temperature,throughput,cost,accepted
0,50.0,0,inf,False
1,49.75,0,inf,False
2,49.50125,0,inf,False
3,49.25374375,0,inf,False
4,49.007475031249996,0,inf,False
5,48.762437656093745,0,inf,False
6,48.51862546781327,0,inf,False
7,48.27603234047421,0,inf,False
8,48.034652178771836,0,inf,False
9,47.794478917877974,0,inf,False
10,47.555506523288585,0,inf,False
11,47.317728990672144,0,inf,False
12,47.08114034571879,0,inf,False
13,46.84573464399019,0,inf,False
14,46.61150597077024,0,inf,False
15,46.37844844091639,0,inf,False
16,46.14655619871181,0,inf,False
17,45.91582341771825,0,inf,False
18,45.68624430062966,0,inf,False
19,45.45781307912651,0,inf,False
20,45.23052401373088,0,inf,False
21,45.004371393662225,0,inf,False
22,44.779349536693914,0,inf,False
23,44.555452789010445,0,inf,False
24,44.33267552506539,0,inf,False
25,44.111012147440064,0,inf,False
26,43.89045708670287,0,inf,False
27,43.671004801269355,0,inf,False
28,43.452649777263005,0,inf,False
29,43.23538652837669,0,inf,False
30,43.0192095957348,0,inf,False
31,42.804113547756124,0,inf,False
32,42.590092980017346,0,inf,False
33,42.37714251511726,0,inf,False
34,42.16525680254167,0,inf,False
35,41.95443051852896,0,inf,False
36,41.74465836593632,0,inf,False
37,41.53593507410663,0,inf,False
38,41.3282553987361,0,inf,False
39,41.12161412174242,0,inf,False
40,40.91600605113371,0,inf,False
41,40.71142602087804,0,inf,False
42,40.50786889077364,0,inf,False
43,40.305329546319776,0,inf,False
44,40.10380289858818,0,inf,False
45,39.90328388409524,0,inf,False
46,39.70376746467476,0,inf,False
47,39.505248627351385,0,inf,False
48,39.30772238421463,0,inf,False
49,39.11118377229356,0,inf,False
50,38.91562785343209,0,inf,False
51,38.721049714164934,0,inf,False
52,38.52744446559411,0,inf,False
53,38.334807243266134,0,inf,False
54,38.1431332070498,0,inf,False
55,37.95241754101455,0,inf,False
56,37.76265545330948,0,inf,False
57,37.57384217604293,0,inf,False
58,37.385972965162715,0,inf,False
59,37.1990431003369,0,inf,False
60,37.01304788483522,0,inf,False
61,36.82798264541104,0,inf,False
62,36.643842732183984,0,inf,False
63,36.460623518523064,0,inf,False
64,36.27832040093045,0,inf,False
65,36.096928798925795,0,inf,False
66,35.91644415493116,0,inf,False
67,35.73686193415651,0,inf,False
68,35.55817762448572,0,inf,False
69,35.38038673636329,0,inf,False
70,35.20348480268147,0,inf,False
71,35.027467378668064,0,inf,False
72,34.85233004177472,0,inf,False
73,34.678068391565844,0,inf,False
74,34.50467804960802,0,inf,False
75,34.33215465935998,0,inf,False
76,34.16049388606318,0,inf,False
77,33.989691416632866,0,inf,False
78,33.8197429595497,0,inf,False
79,33.65064424475195,0,inf,False
80,33.482391023528194,0,inf,False
81,33.31497906841055,0,inf,False
82,33.1484041730685,0,inf,False
83,32.982662152203154,0,inf,False
84,32.81774884144214,0,inf,False
85,32.653660097234926,0,inf,False
86,32.49039179674875,0,inf,False
87,32.32793983776501,0,inf,False
88,32.16630013857618,0,inf,False
89,32.005468637883304,0,inf,False
90,31.845441294693888,0,inf,False
91,31.686214088220417,0,inf,False
92,31.527783017779313,0,inf,False
93,31.370144102690418,0,inf,False
94,31.213293382176964,0,inf,False
95,31.057226915266078,0,inf,False
96,30.90194078068975,0,inf,False
97,30.7474310767863,0,inf,False
98,30.593693921402366,0,inf,False
99,30.440725451795355,0,inf,False
100,30.288521824536378,0,inf,False
101,30.137079215413696,0,inf,False
102,29.986393819336627,0,inf,False
103,29.836461850239942,0,inf,False
104,29.687279540988744,0,inf,False
105,29.5388431432838,0,inf,False
106,29.39114892756738,0,inf,False
107,29.244193182929543,0,inf,False
108,29.097972217014895,0,inf,False
109,28.95248235592982,0,inf,False
110,28.807719944150172,0,inf,False
111,28.66368134442942,0,inf,False
112,28.520362937707272,0,inf,False
113,28.377761123018736,0,inf,False
114,28.235872317403643,0,inf,False
115,28.094692955816626,0,inf,False
116,27.95421949103754,0,inf,False
117,27.814448393582353,0,inf,False
118,27.67537615161444,0,inf,False
119,27.536999270856366,0,inf,False
120,27.399314274502085,0,inf,False
121,27.262317703129575,0,inf,False
122,27.126006114613926,0,inf,False
123,26.990376084040857,0,inf,False
124,26.855424203620654,0,inf,False
125,26.72114708260255,1.598442477649778e-05,-1.598442477649778e-05,True
126,26.587541347189536,0,inf,False
127,26.454603640453588,0,inf,False
128,26.322330622251318,0,inf,False
129,26.19071896914006,0,inf,False
130,26.05976537429436,0,inf,False
131,25.92946654742289,0,inf,False
132,25.799819214685776,0,inf,False
133,25.670820118612347,0,inf,False
134,25.542466018019287,0,inf,False
135,25.41475368792919,0,inf,False
136,25.28767991948954,0,inf,False
137,25.161241519892094,0,inf,False
138,25.035435312292634,0,inf,False
139,24.91025813573117,0,inf,False
140,24.785706845052513,0,inf,False
141,24.66177831082725,0,inf,False
142,24.538469419273113,0,inf,False
143,24.41577707217675,0,inf,False
144,24.293698186815863,0,inf,False
145,24.172229695881782,0,inf,False
146,24.051368547402372,0,inf,False
147,23.931111704665362,0,inf,False
148,23.811456146142035,0,inf,False
149,23.692398865411324,0,inf,False
150,23.573936871084268,0,inf,False
151,23.456067186728845,0,inf,False
152,23.338786850795202,0,inf,False
153,23.222092916541225,0,inf,False
154,23.105982451958518,0,inf,False
155,22.990452539698726,0,inf,False
156,22.87550027700023,4.723095535706484e-05,-4.723095535706484e-05,True
157,22.76112277561523,0,inf,False
158,22.647317161737156,0,inf,False
159,22.53408057592847,0,inf,False
160,22.421410173048827,0,inf,False
161,22.309303122183582,0,inf,False
162,22.197756606572664,0,inf,False
163,22.0867678235398,0,inf,False
164,21.9763339844221,0,inf,False
165,21.86645231449999,0,inf,False
166,21.75712005292749,0,inf,False
167,21.64833445266285,0,inf,False
168,21.540092780399537,0,inf,False
