iteration,partition_count,avg_partition_size,folding_moves_attempted,folding_moves_accepted,partition_moves_attempted,partition_moves_accepted
0,13,1.3846153846153846,89,0,11,0
1,14,1.2857142857142858,89,0,11,0
2,12,1.5,90,0,10,0
3,15,1.2,92,0,8,0
4,15,1.2,94,0,6,0
5,12,1.5,87,0,13,0
6,15,1.2,95,0,5,0
7,16,1.125,92,0,8,0
8,13,1.3846153846153846,88,0,12,0
9,16,1.125,93,0,7,0
10,13,1.3846153846153846,92,0,8,0
11,13,1.3846153846153846,92,0,8,0
12,15,1.2,92,92,8,8
13,12,1.5,90,0,10,0
14,7,2.5714285714285716,89,0,11,0
15,13,1.3846153846153846,90,0,10,0
16,12,1.5,91,0,9,0
17,10,1.8,91,0,9,0
18,11,1.6363636363636365,93,0,7,0
19,9,2.0,89,0,11,0
20,8,2.25,85,0,15,0
21,5,3.6,89,0,11,0
22,13,1.3846153846153846,93,0,7,0
23,15,1.2,92,0,8,0
24,11,1.6363636363636365,94,0,6,0
25,13,1.3846153846153846,91,0,9,0
26,11,1.6363636363636365,89,0,11,0
27,14,1.2857142857142858,93,0,7,0
28,11,1.6363636363636365,92,0,8,0
29,13,1.3846153846153846,92,0,8,0
30,14,1.2857142857142858,92,0,8,0
31,11,1.6363636363636365,89,0,11,0
32,11,1.6363636363636365,88,0,12,0
33,14,1.2857142857142858,96,0,4,0
34,13,1.3846153846153846,91,0,9,0
35,14,1.2857142857142858,88,0,12,0
36,8,2.25,89,0,11,0
37,12,1.5,93,0,7,0
38,12,1.5,88,0,12,0
39,7,2.5714285714285716,87,0,13,0
40,5,3.6,86,0,14,0
41,12,1.5,91,0,9,0
42,11,1.6363636363636365,93,0,7,0
43,12,1.5,89,0,11,0
44,14,1.2857142857142858,96,0,4,0
45,13,1.3846153846153846,92,0,8,0
46,13,1.3846153846153846,91,0,9,0
47,12,1.5,92,0,8,0
48,10,1.8,89,0,11,0
49,12,1.5,85,0,15,0
50,9,2.0,91,0,9,0
51,9,2.0,89,0,11,0
52,12,1.5,84,0,16,0
53,11,1.6363636363636365,87,0,13,0
54,14,1.2857142857142858,90,0,10,0
55,13,1.3846153846153846,92,0,8,0
56,13,1.3846153846153846,90,0,10,0
57,10,1.8,87,0,13,0
58,12,1.5,92,0,8,0
59,9,2.0,90,0,10,0
60,15,1.2,93,0,7,0
61,8,2.25,85,0,15,0
62,11,1.6363636363636365,89,0,11,0
63,12,1.5,92,0,8,0
64,14,1.2857142857142858,93,0,7,0
65,15,1.2,94,0,6,0
66,12,1.5,89,0,11,0
67,11,1.6363636363636365,94,0,6,0
68,7,2.5714285714285716,82,0,18,0
69,12,1.5,93,0,7,0
70,10,1.8,90,0,10,0
71,13,1.3846153846153846,91,0,9,0
72,10,1.8,93,0,7,0
73,12,1.5,92,0,8,0
74,10,1.8,85,0,15,0
75,8,2.25,84,0,16,0
76,12,1.5,93,0,7,0
77,15,1.2,95,0,5,0
78,11,1.6363636363636365,89,0,11,0
79,11,1.6363636363636365,94,0,6,0
80,14,1.2857142857142858,91,0,9,0
81,12,1.5,88,0,12,0
82,10,1.8,89,0,11,0
83,13,1.3846153846153846,91,0,9,0
84,8,2.25,90,0,10,0
85,9,2.0,88,0,12,0
86,10,1.8,91,0,9,0
87,15,1.2,93,0,7,0
88,12,1.5,96,0,4,0
89,13,1.3846153846153846,89,0,11,0
