iteration,partition_count,avg_partition_size,folding_moves_attempted,folding_moves_accepted,partition_moves_attempted,partition_moves_accepted
0,31,1.1935483870967742,90,0,10,0
1,32,1.15625,94,0,6,0
2,31,1.1935483870967742,88,0,12,0
3,30,1.2333333333333334,91,0,9,0
4,33,1.121212121212121,86,0,14,0
5,34,1.088235294117647,92,0,8,0
6,32,1.15625,92,0,8,0
7,34,1.088235294117647,88,0,12,0
8,34,1.088235294117647,87,0,13,0
9,34,1.088235294117647,94,0,6,0
10,32,1.15625,90,0,10,0
11,35,1.0571428571428572,89,0,11,0
12,27,1.3703703703703705,86,0,14,0
13,37,1.0,95,0,5,0
14,35,1.0571428571428572,94,0,6,0
15,34,1.088235294117647,95,0,5,0
16,30,1.2333333333333334,90,0,10,0
17,33,1.121212121212121,89,0,11,0
18,34,1.088235294117647,94,0,6,0
19,34,1.088235294117647,90,0,10,0
20,30,1.2333333333333334,89,0,11,0
21,31,1.1935483870967742,89,0,11,0
22,37,1.0,94,0,6,0
23,34,1.088235294117647,87,0,13,0
24,31,1.1935483870967742,85,0,15,0
25,32,1.15625,92,0,8,0
26,30,1.2333333333333334,89,0,11,0
27,34,1.088235294117647,88,0,12,0
28,32,1.15625,85,0,15,0
29,33,1.121212121212121,93,0,7,0
30,31,1.1935483870967742,91,0,9,0
31,32,1.15625,89,0,11,0
32,34,1.088235294117647,87,0,13,0
33,29,1.2758620689655173,82,0,18,0
34,31,1.1935483870967742,87,0,13,0
35,33,1.121212121212121,93,0,7,0
36,32,1.15625,83,0,17,0
37,36,1.0277777777777777,96,0,4,0
38,36,1.0277777777777777,96,0,4,0
39,34,1.088235294117647,94,0,6,0
40,31,1.1935483870967742,90,0,10,0
41,35,1.0571428571428572,94,0,6,0
42,30,1.2333333333333334,90,0,10,0
43,32,1.15625,87,0,13,0
44,35,1.0571428571428572,92,0,8,0
45,34,1.088235294117647,91,0,9,0
46,33,1.121212121212121,90,0,10,0
47,32,1.15625,89,0,11,0
48,30,1.2333333333333334,89,0,11,0
49,33,1.121212121212121,88,0,12,0
50,29,1.2758620689655173,88,0,12,0
51,34,1.088235294117647,94,0,6,0
52,32,1.15625,90,0,10,0
53,32,1.15625,93,0,7,0
54,34,1.088235294117647,91,0,9,0
55,32,1.15625,92,0,8,0
56,36,1.0277777777777777,95,0,5,0
57,34,1.088235294117647,90,0,10,0
58,32,1.15625,91,0,9,0
59,31,1.1935483870967742,84,0,16,0
60,32,1.15625,88,0,12,0
61,34,1.088235294117647,95,0,5,0
62,34,1.088235294117647,90,0,10,0
63,29,1.2758620689655173,87,0,13,0
64,31,1.1935483870967742,89,0,11,0
65,34,1.088235294117647,93,0,7,0
66,34,1.088235294117647,91,0,9,0
67,32,1.15625,92,0,8,0
68,31,1.1935483870967742,88,0,12,0
69,32,1.15625,87,0,13,0
70,32,1.15625,87,0,13,0
71,33,1.121212121212121,90,0,10,0
72,32,1.15625,89,0,11,0
73,31,1.1935483870967742,92,0,8,0
74,29,1.2758620689655173,90,0,10,0
75,33,1.121212121212121,94,0,6,0
76,33,1.121212121212121,94,0,6,0
77,35,1.0571428571428572,90,0,10,0
78,32,1.15625,83,0,17,0
79,32,1.15625,87,0,13,0
80,35,1.0571428571428572,94,0,6,0
81,34,1.088235294117647,96,0,4,0
82,28,1.3214285714285714,88,0,12,0
83,31,1.1935483870967742,89,0,11,0
84,32,1.15625,90,0,10,0
85,30,1.2333333333333334,89,0,11,0
86,31,1.1935483870967742,92,0,8,0
87,32,1.15625,89,0,11,0
88,35,1.0571428571428572,92,0,8,0
89,34,1.088235294117647,94,0,6,0
90,34,1.088235294117647,95,0,5,0
91,36,1.0277777777777777,91,0,9,0
92,31,1.1935483870967742,93,0,7,0
93,33,1.121212121212121,90,0,10,0
94,33,1.121212121212121,95,0,5,0
95,34,1.088235294117647,92,0,8,0
96,31,1.1935483870967742,88,0,12,0
97,32,1.15625,85,0,15,0
98,32,1.15625,90,0,10,0
99,33,1.121212121212121,87,0,13,0
100,33,1.121212121212121,88,0,12,0
101,30,1.2333333333333334,87,0,13,0
102,32,1.15625,89,0,11,0
103,32,1.15625,93,0,7,0
104,34,1.088235294117647,93,0,7,0
105,33,1.121212121212121,89,0,11,0
106,34,1.088235294117647,92,0,8,0
107,27,1.3703703703703705,88,0,12,0
108,34,1.088235294117647,92,0,8,0
109,34,1.088235294117647,86,0,14,0
110,33,1.121212121212121,93,0,7,0
111,32,1.15625,86,0,14,0
112,35,1.0571428571428572,95,0,5,0
113,34,1.088235294117647,90,0,10,0
114,29,1.2758620689655173,89,0,11,0
115,30,1.2333333333333334,86,0,14,0
116,33,1.121212121212121,91,0,9,0
117,29,1.2758620689655173,87,0,13,0
118,32,1.15625,88,0,12,0
119,26,1.4230769230769231,83,0,17,0
120,34,1.088235294117647,90,0,10,0
121,34,1.088235294117647,89,0,11,0
122,29,1.2758620689655173,90,0,10,0
123,32,1.15625,92,0,8,0
124,33,1.121212121212121,87,0,13,0
125,34,1.088235294117647,92,0,8,0
126,33,1.121212121212121,89,0,11,0
127,31,1.1935483870967742,89,0,11,0
128,29,1.2758620689655173,87,0,13,0
129,30,1.2333333333333334,89,0,11,0
130,34,1.088235294117647,88,0,12,0
131,35,1.0571428571428572,89,0,11,0
132,32,1.15625,89,0,11,0
133,32,1.15625,94,0,6,0
134,34,1.088235294117647,91,0,9,0
135,31,1.1935483870967742,90,0,10,0
136,33,1.121212121212121,90,0,10,0
137,31,1.1935483870967742,90,0,10,0
138,34,1.088235294117647,93,0,7,0
139,29,1.2758620689655173,90,0,10,0
140,33,1.121212121212121,92,0,8,0
141,33,1.121212121212121,93,0,7,0
142,31,1.1935483870967742,88,0,12,0
143,34,1.088235294117647,95,0,5,0
144,33,1.121212121212121,92,0,8,0
145,31,1.1935483870967742,88,0,12,0
