iteration,temperature,dsp,bram,lut,ff,violation
0,50.0,1842,4366,3642350,4727406,True
1,49.75,2093,4119,2027717,2551948,True
2,49.50125,1967,4601,1888161,2443414,True
3,49.25374375,30630,33008,11592415,13776090,True
4,49.007475031249996,1373,3985,2081176,2641814,True
5,48.762437656093745,25938,28666,11989430,15168645,True
6,48.51862546781327,2914,5920,4093560,4846824,True
7,48.27603234047421,264,1883,350339,446261,True
8,48.034652178771836,148819,152277,22717789,26577698,True
9,47.794478917877974,22641,25413,6582729,8189862,True
10,47.555506523288585,2018,4737,2936497,3801370,True
11,47.317728990672144,20856,22476,6186126,7710943,True
12,47.08114034571879,2077,5564,3351781,4233953,True
13,46.84573464399019,75167,77332,16632856,21306948,True
14,46.61150597077024,1837,7654,4595212,5804910,True
15,46.37844844091639,26138,28622,18442897,23864073,True
16,46.14655619871181,4578,6119,8358712,10696178,True
17,45.91582341771825,2022,3893,2316186,2911695,True
18,45.68624430062966,2939,5772,5881233,7463704,True
19,45.45781307912651,22588,27140,35763972,46058357,True
20,45.23052401373088,526,2241,988853,1221451,True
21,45.004371393662225,7305,9987,4288204,5379426,True
22,44.779349536693914,794,3059,1513306,1898059,True
23,44.555452789010445,5426,7931,2015952,2438814,True
24,44.33267552506539,61787,64416,28262027,34884608,True
25,44.111012147440064,3332,5131,3078165,3941496,True
26,43.89045708670287,1443,3956,1531203,1959392,True
27,43.671004801269355,8794,10473,3952703,4698035,True
28,43.452649777263005,4738,7506,8581694,10669123,True
29,43.23538652837669,5719,8921,4637984,5929304,True
30,43.0192095957348,9335,12748,19626564,25723191,True
31,42.804113547756124,19899,22480,4647903,5723492,True
32,42.590092980017346,1580,3975,1315442,1677455,True
33,42.37714251511726,1510,3918,3621907,4642522,True
34,42.16525680254167,2407,4932,2976165,3752321,True
35,41.95443051852896,10184,12360,16467461,21074958,True
36,41.74465836593632,15597,18348,4233482,5117910,True
37,41.53593507410663,400,2249,853518,1102900,True
38,41.3282553987361,14758,17793,5690446,7088695,True
39,41.12161412174242,2541,5443,6826564,8874096,True
40,40.91600605113371,10730,13977,11620564,14742180,True
41,40.71142602087804,25492,29528,40183533,50642198,True
42,40.50786889077364,1029,2975,1040387,1321947,True
43,40.305329546319776,2725,4536,1096398,1346916,True
44,40.10380289858818,2318,3878,1510020,1859201,True
45,39.90328388409524,7979,10702,10764584,13587836,True
46,39.70376746467476,628,2828,1107626,1387431,True
47,39.505248627351385,4421,6492,5824536,6783669,True
48,39.30772238421463,25099,27362,12416673,15431665,True
49,39.11118377229356,5280,7433,8062604,9954645,True
50,38.91562785343209,3781,6219,4339202,5622843,True
51,38.721049714164934,39500,41473,10370298,13115663,True
52,38.52744446559411,2739,5410,2080601,2643469,True
53,38.334807243266134,27736,30227,5897468,7424565,True
54,38.1431332070498,1737,6042,5210366,6821238,True
55,37.95241754101455,74727,78245,13674380,17043029,True
56,37.76265545330948,1049,2594,1133033,1427865,True
57,37.57384217604293,2741,5086,4287398,5455893,True
58,37.385972965162715,77357,80454,10989136,12735649,True
59,37.1990431003369,76478,78466,9251959,10759170,True
60,37.01304788483522,2535,4619,2969480,3559746,True
61,36.82798264541104,3771,4860,2102248,2592980,True
62,36.643842732183984,1092,3287,1413480,1797726,True
63,36.460623518523064,4485,6118,5856441,7475383,True
64,36.27832040093045,1059,3266,1025138,1257561,True
65,36.096928798925795,5019,7559,5902787,7017149,True
66,35.91644415493116,28360,31119,6622645,8069378,True
67,35.73686193415651,1149,6296,4194867,5428809,True
68,35.55817762448572,3618,5688,3091275,3793802,True
69,35.38038673636329,10132,12239,2324280,2907891,True
70,35.20348480268147,19836,23243,32779109,42142867,True
71,35.027467378668064,75286,78126,17698800,22648343,True
72,34.85233004177472,4150,5801,4976472,6164590,True
73,34.678068391565844,1450,4639,3231042,4161689,True
74,34.50467804960802,145848,150267,48647150,56252574,True
75,34.33215465935998,7468,9840,12099181,15667140,True
76,34.16049388606318,10038,11716,13021789,16131975,True
77,33.989691416632866,68383,71854,44092363,53048273,True
78,33.8197429595497,552,2077,441270,562266,True
79,33.65064424475195,41600,45163,14839133,17864228,True
80,33.482391023528194,20921,24820,22956378,28617657,True
81,33.31497906841055,148417,151334,28192650,35648794,True
82,33.1484041730685,4288,6610,3784073,4697823,True
83,32.982662152203154,5084,6760,2388500,3098268,True
84,32.81774884144214,2467,5344,6273959,8073101,True
85,32.653660097234926,955,5187,2527458,3230770,True
