iteration,temperature,dsp,bram,lut,ff,violation
0,20.0,8779,14670,22908319,28695900,True
1,19.9,18709,25630,41222474,52301563,True
2,19.8005,44265,51035,87161480,109218878,True
3,19.7014975,197162,202678,81514232,100207907,True
4,19.602990012499998,3689,10954,9045811,11517937,True
5,19.5049750624375,3903,9350,5474786,6801982,True
6,19.40745018712531,16323,24285,21240377,26089131,True
7,19.31041293618968,4347,10948,5474582,6893480,True
8,19.213860871508732,26186,33082,19052662,22243098,True
9,19.117791567151187,4957,10699,14683345,18437031,True
10,19.022202609315432,32140,35622,50073821,62585079,True
11,18.927091596268856,74913,84045,61729682,74517619,True
12,18.83245613828751,3561,9736,5398099,6812724,True
13,18.738293857596073,2971,9769,4909828,6074684,True
14,18.644602388308094,9630,13374,14135649,17847380,True
15,18.551379376366555,20676,26681,37740474,44204765,True
16,18.45862247948472,37820,44043,18459270,23632185,True
17,18.366329367087296,31182,36722,21403229,26947820,True
18,18.27449772025186,11898,18808,41587952,54366302,True
19,18.1831252316506,23488,31047,13453380,17198149,True
20,18.092209605492346,1321,7676,1836531,2323017,True
21,18.001748557464886,3744,9139,2054855,2634860,True
22,17.91173981467756,2211,8121,6328512,7651722,True
23,17.82218111560417,5303,11498,3098679,3891761,True
24,17.73307021002615,34114,42670,90197918,113094588,True
25,17.644404858976017,38784,46125,100476245,128343253,True
26,17.556182834681138,7796,11810,4275322,5257981,True
27,17.468401920507734,13594,19421,13356809,15654511,True
28,17.381059910905197,75309,80442,18529852,22516182,True
29,17.29415461135067,7131,14031,22936751,28893317,True
30,17.207683838293917,2741,9828,3274012,4128684,True
31,17.121645419102446,16053,22874,12848349,15095037,True
32,17.036037192006933,20701,28476,12965916,16573361,True
33,16.9508570060469,135942,143470,204253776,244689876,True
34,16.866102721016663,34864,41743,81089022,104217158,True
35,16.781772207411578,17965,23581,34870534,42595937,True
36,16.69786334637452,25395,32695,13561388,17628044,True
37,16.614374029642647,5191,9528,8432646,9921564,True
38,16.531302159494434,319610,327798,129834745,160929998,True
39,16.44864564869696,33371,42980,66922835,77607823,True
40,16.366402420453475,4668,10322,13972639,17760380,True
41,16.284570408351208,3144,9068,1378904,1648402,True
42,16.203147556309453,21207,24791,14871786,18838484,True
43,16.122131818527905,28054,33814,22730969,27322522,True
44,16.041521159435266,90924,98244,35862803,44107337,True
45,15.96131355363809,39657,47095,12223779,14509255,True
46,15.8815069858699,94288,102408,41469579,53369627,True
47,15.802099450940549,28220,33068,33007692,42275866,True
48,15.723088953685846,757,7650,2124957,2701211,True
49,15.644473508917416,405178,413227,226360453,263383080,True
50,15.56625114137283,79254,86836,40772997,50452849,True
51,15.488419885665966,4192,9568,4111440,5346820,True
52,15.410977786237636,49789,56775,24277466,30748322,True
53,15.333922897306447,4952,13251,4680878,6007515,True
54,15.257253282819915,9703,15664,4518632,5620718,True
55,15.180967016405816,38273,44157,31003684,37215889,True
56,15.105062181323786,16625,22562,38580116,49283018,True
57,15.029536870417168,6345,13160,9455362,12196354,True
58,14.954389186065082,24025,29781,13845380,17158653,True
59,14.879617240134756,5416,11375,1982249,2329068,True
60,14.805219153934082,22328,28670,34557739,40158512,True
61,14.731193058164411,724,7032,1298540,1673764,True
62,14.65753709287359,4976,11181,9253628,11423404,True
63,14.58424940740922,10846,17282,21583557,25512714,True
64,14.511328160372175,6150,11537,6750048,8384213,True
65,14.438771519570315,53164,60461,26885966,32403092,True
66,14.366577661972464,69072,75844,49910165,60724560,True
67,14.294744773662602,4992,11098,4612136,6071690,True
68,14.223271049794288,15139,22294,14032709,16925057,True
69,14.152154694545317,596256,602851,115988585,134778403,True
70,14.081393921072591,1737,8637,3096104,3944729,True
71,14.010986951467228,11402,16143,29437482,37943328,True
72,13.940932016709892,198328,203916,113857223,132210212,True
73,13.871227356626342,32694,40013,25410576,30543526,True
74,13.80187121984321,31253,35585,15064537,18529962,True
75,13.732861863743995,8470,15557,5802723,7334808,True
76,13.664197554425275,15562,23644,19256423,24162734,True
77,13.595876566653148,39535,47111,39868484,48708207,True
78,13.527897183819881,7935,13520,25220366,32999181,True
79,13.460257697900781,95026,104758,60122660,72553501,True
80,13.392956409411276,6339,13090,5162723,6319775,True
81,13.32599162736422,3956,11523,10603064,13385618,True
82,13.259361669227399,13015,23776,44488086,56632169,True
83,13.193064860881261,24365,31700,25655777,32421706,True
84,13.127099536576855,10060,16770,7370019,9493821,True
85,13.061464038893972,76621,82246,144116912,175153730,True
86,12.9961567186995,299360,306766,62424505,72300306,True
87,12.931175935106003,25910,33772,17297507,21516122,True
88,12.866520055430472,19141,25155,21530845,27262687,True
89,12.80218745515332,74584,81074,24836872,30926668,True
90,12.738176517877553,14065,17633,12854640,16035182,True
91,12.674485635288166,5453,10837,8650158,10981966,True
92,12.611113207111725,35312,42538,83049284,104179871,True
93,12.548057641076166,79286,83992,37720586,47593151,True
94,12.485317352870785,50563,56745,44328425,55495169,True
95,12.42289076610643,19150,26022,35892509,45492923,True
96,12.360776312275899,6162,12590,5684827,7148132,True
97,12.29897243071452,4811,9356,2324225,3002867,True
98,12.237477568560946,902,7405,1640937,1992054,True
99,12.17629018071814,618,6632,2042009,2615917,True
100,12.11540872981455,50738,59568,43908642,53606512,True
101,12.054831686165478,1428,7993,1557258,2081589,True
102,11.994557527734651,43747,55393,122650638,155967905,True
103,11.934584740095978,11245,18038,21497450,27912491,True
104,11.874911816395498,1642,7813,4633959,5887972,True
105,11.81553725731352,27075,32883,26159124,31849836,True
106,11.756459571026953,2981,8009,4259682,5309642,True
107,11.697677273171818,136737,143428,165518816,191204781,True
108,11.63918888680596,13039,20453,44097913,57225041,True
109,11.58099294237193,50711,55842,39336936,47968155,True
110,11.52308797766007,11488,23532,26948965,32997193,True
111,11.46547253777177,2531,9292,2343587,3019829,True
112,11.408145175082911,266,6139,876347,1115904,True
113,11.351104449207497,22757,27814,12516875,15665667,True
114,11.29434892696146,79235,88021,194436672,244367085,True
115,11.237877182326653,51668,61446,44495425,52549294,True
116,11.18168779641502,22434,27644,38165933,46997949,True
117,11.125779357432945,859,6645,1481479,1910877,True
118,11.070150460645781,119370,125762,47603350,58669527,True
119,11.014799708342553,5576,11961,5788014,7419783,True
120,10.95972570980084,13221,21307,12470558,16124390,True
121,10.904927081251834,12160,17838,22046172,27576160,True
122,10.850402445845575,7972,14321,7675654,9336527,True
123,10.796150433616347,24819,31497,24448093,31285300,True
124,10.742169681448265,200613,210165,404651453,492949341,True
125,10.688458833041024,3212,11708,8263909,10609656,True
126,10.635016538875819,21611,25409,28870892,37088732,True
127,10.58184145618144,10884,16789,5739039,7298068,True
128,10.528932248900533,2113,9351,4363690,5552219,True
129,10.47628758765603,1960,7344,4872193,6181030,True
130,10.42390614971775,39774,46594,13572041,16032278,True
131,10.37178661896916,35351,43444,77190596,93291079,True
132,10.319927685874315,1410,7370,4149637,5342933,True
133,10.268328047444944,526,6536,1452753,1853684,True
134,10.21698640720772,23006,29829,22009146,27738510,True
135,10.165901475171681,1370,7459,2969172,3765258,True
136,10.115071967795823,38541,44341,16319753,20525407,True
137,10.064496607956844,300546,307258,66286026,76731484,True
138,10.01417412491706,29395,32676,30571644,37911535,True
139,9.964103254292475,6653,11821,17945476,22982891,True
140,9.914282738021013,143986,149088,81683331,95513326,True
141,9.864711324330909,10034,17235,28259824,36915221,True
142,9.815387767709254,299180,306692,70750432,81885878,True
143,9.766310828870708,5051,10443,10513649,13399945,True
144,9.717479274726355,4060,11929,5491087,7154455,True
145,9.668891878352722,37377,44363,15080301,19110067,True
146,9.620547418960959,10675,16390,12123513,14855997,True
147,9.572444681866154,1471,7961,3020792,3885089,True
148,9.524582458456823,19457,27364,60706643,78493530,True
149,9.476959546164538,1877,9300,7335885,9317512,True
150,9.429574748433716,89637,95566,138337494,168229709,True
151,9.382426874691546,25004,30035,43527366,53472880,True
152,9.33551474031809,88964,95441,36856838,45579153,True
153,9.2888371666165,70285,77186,115288433,133806164,True
154,9.242392980783416,42434,49992,55255466,64288813,True
155,9.1961810158795,13724,16540,12954013,16644784,True
156,9.150200110800101,8496,14442,9177938,10868035,True
157,9.104449110246101,52023,57284,48008202,59843821,True
158,9.05892686469487,13800,19394,31441638,38019257,True
159,9.013632230371396,9020,15275,21815872,27406176,True
160,8.96856406921954,5907,12995,12211591,15323549,True
161,8.923721248873441,2361851,2371418,401705075,463274493,True
162,8.879102642629075,26027,34352,33721126,44033249,True
163,8.83470712941593,109084,114843,72982079,84998531,True
164,8.790533593768851,38693,48033,23484963,30350422,True
165,8.746580925800007,76791,82675,21073277,25765478,True
166,8.702848021171008,1786,8110,3863965,4895816,True
167,8.659333781065152,68272,74262,97199862,113197482,True
168,8.616037112159827,12093,17160,14456429,18669786,True
169,8.572956926599028,3954,10884,8244985,10690597,True
170,8.530092141966033,303650,308357,76033641,88800763,True
171,8.487441681256204,9193,13403,8555622,10877738,True
172,8.445004472849924,5538,9674,4622925,5868106,True
173,8.402779450485674,2018,8751,2503316,3074346,True
174,8.360765553233247,5196,12018,18143120,23633832,True
175,8.31896172546708,6865,13957,6200834,7908062,True
176,8.277366916839744,3964,10715,12292225,16095443,True
177,8.235980082255546,136481,143202,165309257,190979092,True
178,8.194800181844268,40247,45208,17302055,21149943,True
179,8.153826180935047,25400,29934,40619202,48565489,True
180,8.113057050030372,593,7741,1380149,1844623,True
181,8.07249176478022,32567,40891,15944766,19754131,True
182,8.03212930595632,16574,21204,28520513,33544798,True
183,7.991968659426537,41587,49862,99327206,122896161,True
184,7.952008816129404,11730,17544,7424754,9210889,True
185,7.912248772048757,49689,56846,44114047,54687602,True
186,7.872687528188513,1990,7580,3379010,4211969,True
187,7.8333240905475705,18926,25060,33372657,38663757,True
188,7.794157470094833,114264,120922,78690638,91594866,True
