iteration,partition_count,avg_partition_size,folding_moves_attempted,folding_moves_accepted,partition_moves_attempted,partition_moves_accepted
0,13,1.6153846153846154,82,0,18,0
1,19,1.105263157894737,95,0,5,0
2,18,1.1666666666666667,89,0,11,0
3,15,1.4,86,0,14,0
4,14,1.5,87,0,13,0
5,15,1.4,91,0,9,0
6,19,1.105263157894737,90,0,10,0
7,20,1.05,91,0,9,0
8,20,1.05,92,0,8,0
9,17,1.2352941176470589,90,0,10,0
10,12,1.75,88,0,12,0
11,19,1.105263157894737,93,0,7,0
12,18,1.1666666666666667,93,0,7,0
13,19,1.105263157894737,90,0,10,0
14,16,1.3125,85,0,15,0
15,15,1.4,88,0,12,0
16,19,1.105263157894737,94,0,6,0
17,16,1.3125,87,0,13,0
18,15,1.4,91,0,9,0
19,17,1.2352941176470589,90,0,10,0
20,19,1.105263157894737,93,0,7,0
21,16,1.3125,89,0,11,0
22,15,1.4,90,0,10,0
23,12,1.75,84,0,16,0
24,12,1.75,86,0,14,0
25,17,1.2352941176470589,90,0,10,0
26,16,1.3125,85,0,15,0
27,19,1.105263157894737,93,0,7,0
28,18,1.1666666666666667,90,0,10,0
29,15,1.4,89,0,11,0
30,12,1.75,87,0,13,0
31,17,1.2352941176470589,91,0,9,0
32,18,1.1666666666666667,91,0,9,0
33,17,1.2352941176470589,94,0,6,0
34,18,1.1666666666666667,94,0,6,0
35,20,1.05,91,0,9,0
36,18,1.1666666666666667,90,0,10,0
37,20,1.05,94,0,6,0
38,19,1.105263157894737,92,0,8,0
39,17,1.2352941176470589,92,0,8,0
40,18,1.1666666666666667,91,0,9,0
41,20,1.05,92,0,8,0
42,14,1.5,86,0,14,0
43,17,1.2352941176470589,92,0,8,0
44,18,1.1666666666666667,94,0,6,0
45,15,1.4,89,0,11,0
46,13,1.6153846153846154,87,0,13,0
47,12,1.75,88,0,12,0
48,16,1.3125,88,0,12,0
49,19,1.105263157894737,92,0,8,0
50,20,1.05,93,0,7,0
51,15,1.4,88,0,12,0
52,15,1.4,85,0,15,0
53,16,1.3125,92,0,8,0
54,14,1.5,84,0,16,0
55,19,1.105263157894737,95,0,5,0
56,18,1.1666666666666667,92,0,8,0
57,14,1.5,83,0,17,0
58,19,1.105263157894737,91,0,9,0
59,16,1.3125,88,0,12,0
60,19,1.105263157894737,92,0,8,0
61,14,1.5,84,0,16,0
62,17,1.2352941176470589,90,0,10,0
63,19,1.105263157894737,89,0,11,0
64,17,1.2352941176470589,93,0,7,0
65,18,1.1666666666666667,90,0,10,0
66,14,1.5,92,0,8,0
67,12,1.75,87,0,13,0
68,17,1.2352941176470589,95,0,5,0
69,16,1.3125,92,0,8,0
70,19,1.105263157894737,92,0,8,0
71,15,1.4,90,0,10,0
72,18,1.1666666666666667,92,0,8,0
73,20,1.05,93,0,7,0
74,16,1.3125,91,0,9,0
75,16,1.3125,90,0,10,0
76,19,1.105263157894737,96,0,4,0
77,18,1.1666666666666667,93,0,7,0
78,16,1.3125,90,0,10,0
79,16,1.3125,90,0,10,0
80,18,1.1666666666666667,90,0,10,0
81,17,1.2352941176470589,91,0,9,0
82,19,1.105263157894737,93,0,7,0
83,16,1.3125,90,0,10,0
84,18,1.1666666666666667,92,0,8,0
85,15,1.4,87,0,13,0
86,11,1.9090909090909092,84,0,16,0
87,19,1.105263157894737,90,0,10,0
88,18,1.1666666666666667,94,0,6,0
89,17,1.2352941176470589,90,0,10,0
90,16,1.3125,88,0,12,0
91,13,1.6153846153846154,87,0,13,0
92,12,1.75,80,0,20,0
93,17,1.2352941176470589,92,0,8,0
94,16,1.3125,86,0,14,0
95,18,1.1666666666666667,96,0,4,0
96,20,1.05,94,0,6,0
97,17,1.2352941176470589,89,0,11,0
98,16,1.3125,90,0,10,0
99,15,1.4,90,0,10,0
100,18,1.1666666666666667,95,0,5,0
101,20,1.05,96,0,4,0
102,15,1.4,87,0,13,0
103,10,2.1,85,0,15,0
104,15,1.4,85,0,15,0
105,17,1.2352941176470589,90,0,10,0
106,20,1.05,93,0,7,0
107,14,1.5,90,0,10,0
108,12,1.75,85,0,15,0
109,21,1.0,94,0,6,0
110,19,1.105263157894737,96,0,4,0
111,16,1.3125,88,0,12,0
112,14,1.5,86,0,14,0
113,16,1.3125,89,0,11,0
114,13,1.6153846153846154,89,0,11,0
115,15,1.4,92,0,8,0
116,14,1.5,93,0,7,0
117,15,1.4,87,0,13,0
118,14,1.5,88,0,12,0
119,17,1.2352941176470589,91,0,9,0
120,16,1.3125,91,0,9,0
121,15,1.4,91,0,9,0
122,13,1.6153846153846154,90,0,10,0
123,18,1.1666666666666667,92,0,8,0
124,16,1.3125,90,0,10,0
125,17,1.2352941176470589,88,0,12,0
126,20,1.05,95,0,5,0
127,16,1.3125,87,0,13,0
128,14,1.5,86,0,14,0
129,14,1.5,91,0,9,0
130,17,1.2352941176470589,87,0,13,0
131,16,1.3125,85,0,15,0
132,17,1.2352941176470589,90,0,10,0
133,19,1.105263157894737,93,0,7,0
134,18,1.1666666666666667,90,0,10,0
135,16,1.3125,85,0,15,0
136,18,1.1666666666666667,91,0,9,0
137,17,1.2352941176470589,90,0,10,0
138,18,1.1666666666666667,90,0,10,0
139,19,1.105263157894737,90,0,10,0
140,15,1.4,91,0,9,0
141,18,1.1666666666666667,93,0,7,0
142,18,1.1666666666666667,89,0,11,0
143,16,1.3125,89,0,11,0
144,17,1.2352941176470589,90,0,10,0
145,16,1.3125,89,0,11,0
146,16,1.3125,92,0,8,0
147,15,1.4,90,0,10,0
148,18,1.1666666666666667,85,0,15,0
149,15,1.4,90,0,10,0
150,16,1.3125,85,0,15,0
151,18,1.1666666666666667,90,0,10,0
152,15,1.4,94,0,6,0
153,15,1.4,85,0,15,0
154,15,1.4,85,0,15,0
155,21,1.0,90,0,10,0
156,14,1.5,88,0,12,0
157,13,1.6153846153846154,82,0,18,0
158,12,1.75,87,0,13,0
159,21,1.0,92,0,8,0
160,11,1.9090909090909092,84,0,16,0
161,18,1.1666666666666667,88,0,12,0
162,16,1.3125,84,0,16,0
163,13,1.6153846153846154,87,0,13,0
164,16,1.3125,93,0,7,0
165,18,1.1666666666666667,91,0,9,0
166,18,1.1666666666666667,91,0,9,0
167,18,1.1666666666666667,94,0,6,0
168,14,1.5,85,0,15,0
169,14,1.5,85,0,15,0
170,14,1.5,87,0,13,0
171,16,1.3125,90,0,10,0
172,18,1.1666666666666667,91,0,9,0
173,18,1.1666666666666667,92,0,8,0
174,15,1.4,90,0,10,0
175,15,1.4,92,0,8,0
176,16,1.3125,91,0,9,0
177,20,1.05,97,0,3,0
178,13,1.6153846153846154,90,0,10,0
179,16,1.3125,86,0,14,0
180,17,1.2352941176470589,88,0,12,0
181,20,1.05,92,0,8,0
182,13,1.6153846153846154,87,0,13,0
183,14,1.5,90,0,10,0
184,17,1.2352941176470589,87,0,13,0
185,17,1.2352941176470589,91,0,9,0
186,17,1.2352941176470589,88,0,12,0
187,20,1.05,93,0,7,0
188,18,1.1666666666666667,91,0,9,0
189,15,1.4,85,0,15,0
190,17,1.2352941176470589,90,0,10,0
191,19,1.105263157894737,91,0,9,0
192,15,1.4,87,0,13,0
193,18,1.1666666666666667,92,0,8,0
194,14,1.5,88,0,12,0
195,17,1.2352941176470589,91,0,9,0
196,18,1.1666666666666667,92,0,8,0
197,16,1.3125,91,0,9,0
198,16,1.3125,88,0,12,0
199,17,1.2352941176470589,89,0,11,0
200,16,1.3125,89,0,11,0
201,18,1.1666666666666667,93,0,7,0
202,14,1.5,88,0,12,0
203,20,1.05,90,0,10,0
204,17,1.2352941176470589,88,0,12,0
205,15,1.4,89,0,11,0
206,15,1.4,89,0,11,0
207,18,1.1666666666666667,89,0,11,0
208,17,1.2352941176470589,91,0,9,0
209,14,1.5,90,0,10,0
210,15,1.4,91,0,9,0
211,18,1.1666666666666667,95,0,5,0
212,16,1.3125,89,0,11,0
213,17,1.2352941176470589,89,0,11,0
214,19,1.105263157894737,94,0,6,0
215,15,1.4,85,0,15,0
216,16,1.3125,90,0,10,0
217,16,1.3125,92,0,8,0
218,16,1.3125,90,0,10,0
219,17,1.2352941176470589,89,0,11,0
220,18,1.1666666666666667,89,0,11,0
221,17,1.2352941176470589,88,0,12,0
222,16,1.3125,95,0,5,0
223,20,1.05,88,0,12,0
224,16,1.3125,93,0,7,0
225,16,1.3125,94,0,6,0
226,18,1.1666666666666667,94,0,6,0
227,17,1.2352941176470589,90,0,10,0
228,15,1.4,89,0,11,0
229,17,1.2352941176470589,91,0,9,0
230,19,1.105263157894737,95,0,5,0
231,15,1.4,91,0,9,0
232,13,1.6153846153846154,85,0,15,0
233,19,1.105263157894737,94,0,6,0
234,21,1.0,92,0,8,0
235,17,1.2352941176470589,92,0,8,0
236,17,1.2352941176470589,94,0,6,0
237,15,1.4,89,0,11,0
238,18,1.1666666666666667,87,0,13,0
239,12,1.75,88,0,12,0
240,20,1.05,92,0,8,0
241,19,1.105263157894737,94,0,6,0
242,13,1.6153846153846154,85,0,15,0
243,16,1.3125,86,0,14,0
244,17,1.2352941176470589,92,0,8,0
245,16,1.3125,90,0,10,0
246,15,1.4,91,0,9,0
247,14,1.5,85,0,15,0
248,19,1.105263157894737,94,0,6,0
249,14,1.5,89,0,11,0
250,17,1.2352941176470589,91,0,9,0
251,16,1.3125,88,0,12,0
252,15,1.4,90,0,10,0
253,17,1.2352941176470589,89,0,11,0
254,15,1.4,91,0,9,0
255,19,1.105263157894737,92,0,8,0
256,17,1.2352941176470589,87,0,13,0
257,20,1.05,93,0,7,0
258,16,1.3125,90,0,10,0
259,18,1.1666666666666667,91,0,9,0
260,15,1.4,91,0,9,0
261,13,1.6153846153846154,84,0,16,0
262,15,1.4,89,0,11,0
263,14,1.5,90,0,10,0
264,11,1.9090909090909092,84,0,16,0
265,14,1.5,90,0,10,0
266,19,1.105263157894737,92,0,8,0
267,15,1.4,90,0,10,0
268,13,1.6153846153846154,89,0,11,0
269,18,1.1666666666666667,84,0,16,0
270,15,1.4,88,0,12,0
271,18,1.1666666666666667,88,0,12,0
272,17,1.2352941176470589,93,0,7,0
273,17,1.2352941176470589,95,0,5,0
274,15,1.4,88,0,12,0
275,19,1.105263157894737,93,0,7,0
276,15,1.4,87,0,13,0
277,13,1.6153846153846154,88,0,12,0
278,15,1.4,92,0,8,0
279,18,1.1666666666666667,95,0,5,0
280,16,1.3125,90,0,10,0
281,13,1.6153846153846154,87,0,13,0
