iteration,temperature,dsp,bram,lut,ff,violation
0,50.0,6902,8662,5832953,7128937,True
1,49.75,5362,7073,1593450,1975832,True
2,49.50125,13533,14912,5283511,6377283,True
3,49.25374375,19110,20784,3334200,4135487,True
4,49.007475031249996,14046,16216,5623734,7292339,True
5,48.762437656093745,536,1302,655133,860035,True
6,48.51862546781327,2887,4566,1858893,2368819,True
7,48.27603234047421,814,1674,643098,802539,True
8,48.034652178771836,3408,4760,1784634,2296800,True
9,47.794478917877974,19814,21159,4444922,5788626,True
10,47.555506523288585,402,1372,796767,1014794,True
11,47.317728990672144,5434,6385,1272389,1594368,True
12,47.08114034571879,5862,6609,1223633,1547947,True
13,46.84573464399019,1891,3650,2340884,3067943,True
14,46.61150597077024,40026,41666,6070606,7020475,True
15,46.37844844091639,1512,3202,3136692,4134317,True
16,46.14655619871181,3840,5122,5465744,6885593,True
17,45.91582341771825,2714,3414,1487453,1919067,True
18,45.68624430062966,45916,48556,14872966,17611788,True
19,45.45781307912651,1738,2666,1354614,1769110,True
20,45.23052401373088,18842,19626,1993784,2345462,True
21,45.004371393662225,4949,6335,4827125,5633395,True
22,44.779349536693914,17158,18670,4875432,5748142,True
23,44.555452789010445,46339,48118,9614431,11275223,True
24,44.33267552506539,2216,3225,2265810,2858899,True
25,44.111012147440064,7320,8891,4572552,5329703,True
26,43.89045708670287,10012,11182,2437528,3124885,True
27,43.671004801269355,2084,3504,2895890,3676191,True
28,43.452649777263005,18717,19535,2161094,2607583,True
29,43.23538652837669,693,1577,579427,744668,True
30,43.0192095957348,2113,2904,1613894,1888313,True
31,42.804113547756124,1421,2448,991282,1272413,True
32,42.590092980017346,2252,2940,1735137,2056101,True
33,42.37714251511726,1016,1596,2031340,2744095,True
34,42.16525680254167,4239,5172,2647185,3536601,True
35,41.95443051852896,5649,6721,2524845,3217896,True
36,41.74465836593632,962,1936,979322,1253929,True
37,41.53593507410663,4736,5894,2980805,3844147,True
38,41.3282553987361,3763,5053,3947609,5425185,True
39,41.12161412174242,4618,5478,2509826,3137579,True
40,40.91600605113371,2066,3240,974317,1266605,True
41,40.71142602087804,25440,27178,9110764,11529430,True
42,40.50786889077364,11269,12112,2914664,3700757,True
43,40.305329546319776,19421,20607,4075195,5297931,True
44,40.10380289858818,3380,4589,3599015,4358093,True
45,39.90328388409524,4278,5350,1141378,1439009,True
46,39.70376746467476,10695,11944,6961914,8167971,True
47,39.505248627351385,535,1124,563106,720796,True
48,39.30772238421463,10843,11753,1890764,2266881,True
49,39.11118377229356,4234,5847,5573905,6826102,True
50,38.91562785343209,4704,6371,3182083,3867671,True
51,38.721049714164934,481,1282,544842,707704,True
52,38.52744446559411,5614,6937,1780959,2243814,True
53,38.334807243266134,74097,75614,9123308,11548799,True
54,38.1431332070498,3898,4702,1412084,1807999,True
55,37.95241754101455,1082,1742,1149495,1522752,True
56,37.76265545330948,3132,4224,3263310,4534823,True
57,37.57384217604293,404,1167,572300,777513,True
58,37.385972965162715,2780,3559,2107830,2705499,True
59,37.1990431003369,2020,3336,1221541,1545038,True
60,37.01304788483522,5702,6784,2154310,2759590,True
61,36.82798264541104,3952,4927,4043850,5569132,True
63,36.460623518523064,8112,9697,5997210,7797936,True
64,36.27832040093045,5280,7238,2625259,3323476,True
65,36.096928798925795,1580,2670,2952296,3834721,True
66,35.91644415493116,10364,11892,2769593,3620963,True
67,35.73686193415651,13385,14622,4255118,5559232,True
68,35.55817762448572,1852,2830,1547045,1937654,True
69,35.38038673636329,3537,4241,1896983,2432397,True
70,35.20348480268147,76147,78265,9825234,12208432,True
71,35.027467378668064,6084,8012,7650503,9630057,True
72,34.85233004177472,799,1645,1362416,1731337,True
73,34.678068391565844,1310,1980,1405499,1873082,True
74,34.50467804960802,558,1745,827156,1064691,True
75,34.33215465935998,3106,4014,2049303,2696373,True
76,34.16049388606318,1012,2162,967017,1235220,True
77,33.989691416632866,1660,2542,1347147,1698255,True
78,33.8197429595497,532,1363,570821,718129,True
79,33.65064424475195,976,1406,829984,1090054,True
80,33.482391023528194,1392,2369,772880,979640,True
81,33.31497906841055,1644,2448,1973622,2694640,True
82,33.1484041730685,2152,3108,1983079,2580927,True
83,32.982662152203154,2221,3160,1288192,1623503,True
84,32.81774884144214,2892,4104,1558295,2038604,True
85,32.653660097234926,1984,3389,1712326,2175640,True
86,32.49039179674875,19892,21240,4947330,5963584,True
87,32.32793983776501,3136,4264,2442131,3219682,True
88,32.16630013857618,50902,52934,10230853,11823310,True
89,32.005468637883304,3048,4002,1262248,1630123,True
90,31.845441294693888,1378,2135,1712442,2227413,True
91,31.686214088220417,10526,12030,3059833,3801954,True
92,31.527783017779313,2958,3866,1043571,1333427,True
93,31.370144102690418,19980,21637,2384062,2868048,True
94,31.213293382176964,2559,3531,1040499,1349314,True
95,31.057226915266078,1403,2633,1124033,1425665,True
96,30.90194078068975,3872,5876,4907315,6262286,True
97,30.7474310767863,604,1142,630744,826355,True
98,30.593693921402366,27446,29240,9307347,12289252,True
99,30.440725451795355,1996,2772,2666634,3653523,True
100,30.288521824536378,1217,1967,520046,667613,True
101,30.137079215413696,1927,2685,1032045,1300808,True
102,29.986393819336627,5960,7044,2371775,2991141,True
103,29.836461850239942,1269,2361,1146087,1519744,True
104,29.687279540988744,4253,5670,1067326,1309169,True
105,29.5388431432838,12736,14280,3181689,3970137,True
106,29.39114892756738,11840,13566,2181636,2732022,True
107,29.244193182929543,13495,14344,551235,661388,True
108,29.097972217014895,1279,2459,1137730,1454115,True
109,28.95248235592982,9178,10892,7154164,8452977,True
110,28.807719944150172,2224,2982,1823823,2402726,True
111,28.66368134442942,6124,7329,4337287,5930452,True
112,28.520362937707272,2680,3654,1957020,2565009,True
113,28.377761123018736,24042,25152,2847898,3414101,True
114,28.235872317403643,2780,3880,2055838,2643763,True
115,28.094692955816626,2440,3847,2497764,3135514,True
116,27.95421949103754,1942,2723,1352544,1637709,True
117,27.814448393582353,3943,4865,2629393,3550990,True
118,27.67537615161444,6502,7012,1772845,2336707,True
119,27.536999270856366,306,1144,599618,763594,True
120,27.399314274502085,637,1312,752140,973177,True
121,27.262317703129575,9645,10477,1215422,1474324,True
122,27.126006114613926,7728,9760,6261206,8195003,True
123,26.990376084040857,9793,11183,3252623,4101219,True
124,26.855424203620654,2876,4138,1649003,2126123,True
125,26.72114708260255,7066,8330,1545389,1867899,True
126,26.587541347189536,5069,6587,6509071,8360493,True
127,26.454603640453588,1252,2090,1845892,2427766,True
128,26.322330622251318,6756,7672,1560031,1996560,True
129,26.19071896914006,10990,12216,4805659,6333527,True
130,26.05976537429436,2107,3243,2454743,3008196,True
131,25.92946654742289,7260,7954,3800486,5259110,True
132,25.799819214685776,2816,3672,3228608,4503971,True
133,25.670820118612347,2651,3429,982950,1239414,True
134,25.542466018019287,5528,6578,3923901,5202183,True
135,25.41475368792919,6001,7081,2437893,2996243,True
136,25.28767991948954,2185,3237,1809587,2310953,True
137,25.161241519892094,187414,189783,13846174,16148220,True
138,25.035435312292634,946,1666,1134795,1405877,True
139,24.91025813573117,751,1497,290041,371538,True
140,24.785706845052513,1813,2880,3233917,4152836,True
141,24.66177831082725,2491,3413,621414,774411,True
142,24.538469419273113,21530,23646,6489613,8319977,True
143,24.41577707217675,19354,21026,4578600,5813731,True
144,24.293698186815863,6662,8069,4470708,5787729,True
145,24.172229695881782,16249,17981,9928987,12753645,True
146,24.051368547402372,2250,2999,1070462,1323024,True
147,23.931111704665362,6952,8192,3091670,3736736,True
148,23.811456146142035,9584,10557,1838697,2302811,True
149,23.692398865411324,4721,5827,6539743,8787223,True
150,23.573936871084268,3329,4309,779248,952806,True
151,23.456067186728845,1543,2387,1500144,1891193,True
152,23.338786850795202,1384,2363,1207471,1563820,True
153,23.222092916541225,2442,3006,622418,792517,True
154,23.105982451958518,922,1714,1190138,1547164,True
155,22.990452539698726,1829,2928,1338805,1655092,True
156,22.87550027700023,2115,2798,2518567,3391658,True
157,22.76112277561523,1660,2834,1389984,1746323,True
158,22.647317161737156,3284,3926,1072169,1401314,True
159,22.53408057592847,16104,18310,12470618,15439129,True
160,22.421410173048827,12042,13319,3245617,4138517,True
161,22.309303122183582,2797,3395,3204626,4449154,True
162,22.197756606572664,15342,17208,5287928,6691148,True
163,22.0867678235398,1098,2333,1223555,1534791,True
164,21.9763339844221,852,2120,1358779,1753616,True
165,21.86645231449999,1812,2532,1140175,1501990,True
166,21.75712005292749,2666,3404,956997,1249179,True
167,21.64833445266285,7436,8743,4052112,5290354,True
168,21.540092780399537,8407,9814,3818301,5050755,True
169,21.432392316497538,11472,12499,2902702,3567088,True
170,21.32523035491505,78628,80181,8346663,10424651,True
171,21.218604203140476,1338,2235,670173,847710,True
172,21.112511182124774,20784,21889,3018595,3651625,True
173,21.00694862621415,3174,4368,1135793,1456408,True
174,20.90191388308308,8968,10560,8071218,10506547,True
175,20.797404313667663,3888,5349,2728312,3516471,True
176,20.693417292099323,3424,4878,1931912,2464587,True
177,20.589950205638825,10667,12072,4387355,5499337,True
