iteration,temperature,dsp,bram,lut,ff,violation
0,50.0,2947,4929,5467513,6687028,True
1,49.75,10819,12760,6815675,8543003,True
2,49.50125,19069,20645,4223323,4943081,True
3,49.25374375,16812,18884,21956727,25415954,True
4,49.007475031249996,975,1828,560974,653959,True
5,48.762437656093745,13966,15494,7360034,8613505,True
6,48.51862546781327,21728,23662,8917555,10886717,True
7,48.27603234047421,3878,5110,4054021,4699882,True
8,48.034652178771836,275,1259,428986,532636,True
9,47.794478917877974,1532,3467,3134604,3945273,True
10,47.555506523288585,744,2315,2710380,3535100,True
11,47.317728990672144,1042,2209,1434548,1807554,True
12,47.08114034571879,1520,2692,3461882,4468034,True
13,46.84573464399019,1793,3102,1134204,1403398,True
14,46.61150597077024,889,2561,893620,1120095,True
15,46.37844844091639,2968,5133,3889229,4877931,True
16,46.14655619871181,5807,7306,2356623,2913362,True
17,45.91582341771825,1429,3288,1994565,2547207,True
18,45.68624430062966,9156,11155,6571629,8135907,True
19,45.45781307912651,17088,19818,28454646,35051426,True
20,45.23052401373088,5540,7687,4018661,5052769,True
21,45.004371393662225,3445,5728,2996514,3642750,True
22,44.779349536693914,39188,41159,9189895,11306752,True
23,44.555452789010445,2168,4124,4311611,5378024,True
24,44.33267552506539,2797,3877,826759,966789,True
25,44.111012147440064,1135,2133,589800,711737,True
26,43.89045708670287,2260,4601,1879019,2376126,True
27,43.671004801269355,20064,22389,5215743,6428778,True
28,43.452649777263005,21646,24472,8306443,10590969,True
29,43.23538652837669,1128,3571,2367250,2991169,True
30,43.0192095957348,3040,4274,2181591,2677724,True
31,42.804113547756124,777,2321,1039817,1298796,True
32,42.590092980017346,541,1698,849071,1066100,True
33,42.37714251511726,2736,5039,3562552,4445456,True
34,42.16525680254167,18884,21380,10443882,12497846,True
35,41.95443051852896,10215,11909,3540559,4539854,True
36,41.74465836593632,1514,3438,3061020,3887510,True
37,41.53593507410663,1168,2940,1692358,2137616,True
38,41.3282553987361,8285,10441,6271638,7332275,True
39,41.12161412174242,1611,2748,743600,904469,True
40,40.91600605113371,11520,14670,13123481,16033045,True
41,40.71142602087804,8604,10738,8495794,10406933,True
42,40.50786889077364,39013,40565,10918526,13110599,True
43,40.305329546319776,10921,12800,3548474,4427657,True
44,40.10380289858818,8429,10707,13853872,16580485,True
45,39.90328388409524,4515,6384,6170894,7239190,True
46,39.70376746467476,1658,3130,1084327,1381494,True
47,39.505248627351385,995,1957,1322509,1710302,True
48,39.30772238421463,1616,3032,3956557,5033432,True
49,39.11118377229356,7837,10464,7972744,10313323,True
50,38.91562785343209,428,2099,835654,1051478,True
51,38.721049714164934,2301,4053,5692812,7161519,True
52,38.52744446559411,721,2636,1506311,1923311,True
53,38.334807243266134,5504,6805,3334676,4068607,True
54,38.1431332070498,10679,12428,2963922,3652232,True
55,37.95241754101455,1972,3612,2941018,3513794,True
56,37.76265545330948,24121,28031,12456450,15399759,True
57,37.57384217604293,5397,7242,8652623,10578725,True
58,37.385972965162715,3547,5608,7279500,9458558,True
59,37.1990431003369,7612,9473,8143443,9574658,True
60,37.01304788483522,649,2610,1813502,2281419,True
61,36.82798264541104,7505,9358,3315159,4037073,True
62,36.643842732183984,14822,16928,15490953,17932571,True
63,36.460623518523064,3365,5441,4718465,5784476,True
64,36.27832040093045,447,2031,793938,1030295,True
65,36.096928798925795,5171,7308,2679721,3409101,True
66,35.91644415493116,6083,8404,5525967,7123727,True
67,35.73686193415651,389,2710,1373562,1751335,True
68,35.55817762448572,3061,5033,4117696,5068221,True
69,35.38038673636329,1291,3584,3649433,4633457,True
70,35.20348480268147,21276,23170,4753938,5701475,True
71,35.027467378668064,844,2458,1429994,1804316,True
72,34.85233004177472,1153,2319,858681,1025884,True
73,34.678068391565844,1887,3320,2085767,2683344,True
74,34.50467804960802,7609,8820,5737084,7088223,True
75,34.33215465935998,2661,3876,831123,1041746,True
76,34.16049388606318,17588,20853,10078706,12041548,True
77,33.989691416632866,2179,3098,1651401,2075366,True
78,33.8197429595497,4868,7263,7031459,8989731,True
79,33.65064424475195,308,1043,518492,658387,True
80,33.482391023528194,1165,2522,1033556,1316996,True
81,33.31497906841055,3618,5167,1515945,1901151,True
82,33.1484041730685,6858,8874,6254085,8000659,True
83,32.982662152203154,13828,16820,8071813,9612837,True
84,32.81774884144214,10744,11969,3656724,4711579,True
85,32.653660097234926,8688,10028,7991383,9991404,True
86,32.49039179674875,3553,4524,1886869,2386879,True
87,32.32793983776501,2375,4734,4716990,5839118,True
88,32.16630013857618,3211,4577,3300116,4163183,True
89,32.005468637883304,858,2319,1596841,1997954,True
90,31.845441294693888,4565,7122,11040598,13979409,True
91,31.686214088220417,9338,11643,17807000,22075004,True
92,31.527783017779313,2648,4555,2419538,3030993,True
