iteration,temperature,dsp,bram,lut,ff,violation
0,10.0,19050,20084,2551825,2992644,True
1,9.95,1415,2501,1577261,2042242,True
2,9.90025,532,897,476912,619538,True
3,9.85074875,4874,6634,3469068,4229278,True
4,9.801495006249999,1055,2095,753597,966659,True
5,9.75248753121875,4931,5854,1279391,1623083,True
6,9.703725093562655,1566,2336,755545,962562,True
7,9.65520646809484,685,1911,1174806,1511139,True
8,9.606930435754366,18978,20190,3026931,3836762,True
9,9.558895783575593,1664,2461,541073,682621,True
10,9.511101304657716,9021,10382,6312662,7504564,True
11,9.463545798134428,4063,5316,4032768,5517695,True
12,9.416228069143756,855,1618,1045422,1351346,True
13,9.369146928798036,6196,7082,2577805,3319393,True
14,9.322301194154047,626,1368,1096605,1400986,True
15,9.275689688183277,18213,20052,10613977,12263993,True
17,9.183164683543648,5404,6594,3969470,4972411,True
18,9.13724886012593,2083,3801,2718483,3569398,True
19,9.0915626158253,1004,1818,1240345,1636171,True
20,9.046104802746173,10627,11451,1804026,2281961,True
21,9.000874278732443,19108,20896,4624986,6051890,True
22,8.95586990733878,37348,38260,3220001,3764595,True
23,8.911090557802085,5746,6484,2534197,3404008,True
24,8.866535105013075,1176,1934,853496,1096871,True
25,8.822202429488009,7923,8962,1989843,2499067,True
26,8.778091417340569,7956,9262,4126649,5012380,True
27,8.734200960253867,1265,2153,1774895,2278060,True
28,8.690529955452599,3689,5214,4441215,5721814,True
29,8.647077305675335,547,1472,600504,762116,True
30,8.603841919146959,2498,3622,1551483,1988828,True
31,8.560822709551223,3440,4734,4357434,5554564,True
32,8.518018596003467,3555,4114,3849170,5328883,True
33,8.47542850302345,10542,11402,2963560,3862210,True
34,8.433051360508331,380,1427,818949,1060758,True
35,8.390886103705789,7394,8566,3548441,4444484,True
36,8.34893167318726,6196,7221,4028137,5536323,True
37,8.307187014821324,6416,7628,2718169,3512827,True
38,8.265651079747217,1073,2004,1247270,1646694,True
39,8.22432282434848,1216,2174,1188313,1510475,True
40,8.183201210226738,309,1121,594650,764987,True
41,8.142285204175604,22176,23546,5895151,7505494,True
42,8.101573778154727,25480,27116,9189574,11641573,True
43,8.061065909263952,7364,8650,4869305,5624304,True
44,8.020760579717633,53288,55284,11794047,13756083,True
45,7.980656776819045,3471,4727,2313017,2978206,True
46,7.94075349293495,75599,77156,10010778,12784725,True
47,7.9010497254702745,13978,16138,8449145,10002180,True
48,7.861544476842923,2176,3039,2190243,2659114,True
49,7.822236754458708,2446,3317,1111982,1385476,True
50,7.783125570686415,2304,3694,2108910,2752936,True
51,7.744209942832983,1377,1980,449508,563237,True
52,7.705488893118818,2232,3860,2474515,3058060,True
53,7.666961448653224,3548,4340,666893,809393,True
54,7.628626641409958,7834,9475,5555501,7263935,True
55,7.590483508202908,1445,2326,1921441,2392544,True
56,7.552531090661893,2895,3670,777517,963474,True
57,7.514768435208584,3104,4478,3159197,4031660,True
58,7.477194593032541,1122,1988,860938,1105165,True
59,7.439808620067378,77548,79362,11086408,14209146,True
60,7.402609576967041,15956,17426,5871420,7080454,True
61,7.365596529082206,1197,2099,1257354,1598348,True
62,7.328768546436795,1794,2711,1420286,1824444,True
63,7.29212470370461,2676,3486,959365,1239010,True
64,7.255664080186087,1100,1876,870370,1119872,True
65,7.219385759785157,908,1484,840683,1017434,True
66,7.183288830986232,39124,40680,8435734,10794709,True
67,7.147372386831301,7030,8044,2658304,3276774,True
68,7.111635524897144,1582,2312,2294020,2973767,True
70,7.0406969605362955,4792,5947,1707085,2252271,True
