iteration,partition_count,avg_partition_size,folding_moves_attempted,folding_moves_accepted,partition_moves_attempted,partition_moves_accepted
0,15,1.4,89,0,11,0
1,16,1.3125,87,0,13,0
2,19,1.105263157894737,90,0,10,0
3,20,1.05,96,0,4,0
4,20,1.05,91,0,9,0
5,11,1.9090909090909092,80,0,20,0
6,18,1.1666666666666667,91,0,9,0
7,20,1.05,95,0,5,0
8,19,1.105263157894737,92,0,8,0
9,14,1.5,87,0,13,0
10,17,1.2352941176470589,89,0,11,0
11,14,1.5,89,0,11,0
12,10,2.1,82,0,18,0
13,14,1.5,90,0,10,0
14,17,1.2352941176470589,85,0,15,0
15,18,1.1666666666666667,88,0,12,0
16,17,1.2352941176470589,93,0,7,0
17,19,1.105263157894737,95,0,5,0
18,17,1.2352941176470589,88,0,12,0
19,17,1.2352941176470589,91,0,9,0
20,14,1.5,86,0,14,0
21,15,1.4,87,0,13,0
22,15,1.4,90,0,10,0
23,18,1.1666666666666667,92,0,8,0
24,20,1.05,95,0,5,0
25,16,1.3125,89,0,11,0
26,17,1.2352941176470589,92,0,8,0
27,17,1.2352941176470589,91,0,9,0
28,16,1.3125,91,0,9,0
29,16,1.3125,90,0,10,0
30,15,1.4,86,0,14,0
31,17,1.2352941176470589,92,0,8,0
32,18,1.1666666666666667,89,0,11,0
33,14,1.5,86,0,14,0
34,15,1.4,86,0,14,0
35,15,1.4,85,0,15,0
36,16,1.3125,88,0,12,0
37,17,1.2352941176470589,90,0,10,0
38,18,1.1666666666666667,87,0,13,0
39,18,1.1666666666666667,95,0,5,0
40,16,1.3125,89,0,11,0
41,18,1.1666666666666667,94,0,6,0
42,14,1.5,88,0,12,0
43,17,1.2352941176470589,85,0,15,0
44,15,1.4,88,0,12,0
45,14,1.5,90,0,10,0
46,16,1.3125,91,0,9,0
47,17,1.2352941176470589,89,0,11,0
48,16,1.3125,90,0,10,0
49,16,1.3125,90,0,10,0
50,12,1.75,85,0,15,0
51,16,1.3125,90,0,10,0
52,21,1.0,92,0,8,0
53,14,1.5,89,0,11,0
54,12,1.75,80,0,20,0
55,16,1.3125,89,0,11,0
56,15,1.4,88,0,12,0
57,14,1.5,91,0,9,0
58,16,1.3125,89,0,11,0
59,14,1.5,86,0,14,0
60,17,1.2352941176470589,92,0,8,0
61,19,1.105263157894737,90,0,10,0
62,18,1.1666666666666667,92,0,8,0
63,20,1.05,95,0,5,0
64,16,1.3125,89,0,11,0
65,15,1.4,87,0,13,0
66,17,1.2352941176470589,91,0,9,0
67,14,1.5,91,0,9,0
68,19,1.105263157894737,91,0,9,0
69,16,1.3125,91,0,9,0
70,18,1.1666666666666667,92,0,8,0
71,15,1.4,91,0,9,0
72,16,1.3125,89,0,11,0
73,16,1.3125,81,0,19,0
74,17,1.2352941176470589,91,0,9,0
75,10,2.1,86,0,14,0
76,20,1.05,88,0,12,0
77,13,1.6153846153846154,86,0,14,0
78,18,1.1666666666666667,91,0,9,0
79,13,1.6153846153846154,89,0,11,0
80,17,1.2352941176470589,89,0,11,0
81,19,1.105263157894737,95,0,5,0
82,17,1.2352941176470589,94,0,6,0
83,17,1.2352941176470589,95,0,5,0
84,19,1.105263157894737,92,0,8,0
85,16,1.3125,88,0,12,0
86,15,1.4,88,0,12,0
87,14,1.5,87,0,13,0
88,19,1.105263157894737,93,0,7,0
89,18,1.1666666666666667,89,0,11,0
90,15,1.4,91,0,9,0
91,15,1.4,88,0,12,0
92,19,1.105263157894737,92,0,8,0
93,12,1.75,88,0,12,0
94,16,1.3125,88,0,12,0
95,16,1.3125,88,0,12,0
96,13,1.6153846153846154,86,0,14,0
97,17,1.2352941176470589,91,0,9,0
98,18,1.1666666666666667,89,0,11,0
99,15,1.4,91,0,9,0
100,18,1.1666666666666667,92,0,8,0
101,17,1.2352941176470589,90,0,10,0
102,17,1.2352941176470589,91,0,9,0
