iteration,partition_count,avg_partition_size,folding_moves_attempted,folding_moves_accepted,partition_moves_attempted,partition_moves_accepted
0,13,1.2307692307692308,89,0,11,0
1,11,1.4545454545454546,89,0,11,0
2,13,1.2307692307692308,91,0,9,0
3,14,1.1428571428571428,91,0,9,0
4,11,1.4545454545454546,91,0,9,0
5,11,1.4545454545454546,83,0,17,0
6,12,1.3333333333333333,91,0,9,0
7,13,1.2307692307692308,91,0,9,0
8,13,1.2307692307692308,86,0,14,0
9,16,1.0,91,0,9,0
10,11,1.4545454545454546,89,0,11,0
11,9,1.7777777777777777,87,0,13,0
12,15,1.0666666666666667,93,0,7,0
13,14,1.1428571428571428,91,0,9,0
14,11,1.4545454545454546,90,0,10,0
15,12,1.3333333333333333,93,0,7,0
16,12,1.3333333333333333,89,0,11,0
17,12,1.3333333333333333,94,0,6,0
18,13,1.2307692307692308,91,0,9,0
19,14,1.1428571428571428,95,0,5,0
20,10,1.6,88,0,12,0
21,12,1.3333333333333333,88,0,12,0
22,9,1.7777777777777777,85,0,15,0
23,13,1.2307692307692308,87,0,13,0
24,15,1.0666666666666667,95,0,5,0
25,12,1.3333333333333333,90,0,10,0
26,15,1.0666666666666667,93,0,7,0
27,9,1.7777777777777777,89,0,11,0
28,9,1.7777777777777777,87,0,13,0
29,10,1.6,86,0,14,0
30,15,1.0666666666666667,90,0,10,0
31,14,1.1428571428571428,92,0,8,0
32,12,1.3333333333333333,92,0,8,0
33,14,1.1428571428571428,91,0,9,0
34,12,1.3333333333333333,92,0,8,0
35,12,1.3333333333333333,90,0,10,0
36,12,1.3333333333333333,90,0,10,0
37,6,2.6666666666666665,89,0,11,0
38,11,1.4545454545454546,92,0,8,0
39,9,1.7777777777777777,87,0,13,0
40,9,1.7777777777777777,87,0,13,0
41,14,1.1428571428571428,88,0,12,0
42,15,1.0666666666666667,89,0,11,0
43,11,1.4545454545454546,91,0,9,0
44,13,1.2307692307692308,94,0,6,0
45,14,1.1428571428571428,95,95,5,5
46,13,1.2307692307692308,89,0,11,0
47,5,3.2,85,0,15,0
48,8,2.0,87,0,13,0
49,12,1.3333333333333333,85,0,15,0
50,11,1.4545454545454546,93,0,7,0
51,15,1.0666666666666667,94,0,6,0
52,13,1.2307692307692308,90,0,10,0
53,6,2.6666666666666665,84,0,16,0
54,13,1.2307692307692308,90,0,10,0
55,10,1.6,91,0,9,0
56,9,1.7777777777777777,88,0,12,0
57,10,1.6,90,0,10,0
58,9,1.7777777777777777,89,0,11,0
59,6,2.6666666666666665,90,0,10,0
60,9,1.7777777777777777,88,0,12,0
61,14,1.1428571428571428,91,0,9,0
62,14,1.1428571428571428,92,0,8,0
63,10,1.6,87,0,13,0
64,11,1.4545454545454546,90,0,10,0
65,9,1.7777777777777777,89,0,11,0
66,9,1.7777777777777777,89,0,11,0
67,13,1.2307692307692308,85,0,15,0
68,10,1.6,92,0,8,0
69,12,1.3333333333333333,87,0,13,0
70,13,1.2307692307692308,89,0,11,0
71,11,1.4545454545454546,90,0,10,0
72,13,1.2307692307692308,94,0,6,0
73,13,1.2307692307692308,89,0,11,0
74,10,1.6,91,0,9,0
75,10,1.6,89,0,11,0
76,9,1.7777777777777777,89,0,11,0
77,14,1.1428571428571428,94,0,6,0
78,12,1.3333333333333333,95,0,5,0
79,13,1.2307692307692308,90,0,10,0
80,11,1.4545454545454546,88,0,12,0
81,10,1.6,91,0,9,0
82,13,1.2307692307692308,93,93,7,7
83,10,1.6,91,0,9,0
84,13,1.2307692307692308,91,0,9,0
85,13,1.2307692307692308,95,0,5,0
86,12,1.3333333333333333,92,0,8,0
87,8,2.0,88,0,12,0
88,8,2.0,92,0,8,0
89,11,1.4545454545454546,88,0,12,0
90,4,4.0,89,0,11,0
91,8,2.0,88,0,12,0
92,6,2.6666666666666665,87,0,13,0
93,5,3.2,91,0,9,0
94,11,1.4545454545454546,91,0,9,0
95,8,2.0,87,0,13,0
96,8,2.0,91,0,9,0
97,8,2.0,89,0,11,0
98,13,1.2307692307692308,92,0,8,0
99,13,1.2307692307692308,91,0,9,0
100,11,1.4545454545454546,87,0,13,0
101,7,2.2857142857142856,89,0,11,0
102,6,2.6666666666666665,88,0,12,0
103,11,1.4545454545454546,90,0,10,0
104,12,1.3333333333333333,95,0,5,0
105,11,1.4545454545454546,94,0,6,0
106,11,1.4545454545454546,91,0,9,0
107,10,1.6,96,0,4,0
108,9,1.7777777777777777,86,0,14,0
109,9,1.7777777777777777,87,0,13,0
110,10,1.6,95,0,5,0
111,9,1.7777777777777777,89,0,11,0
112,11,1.4545454545454546,86,0,14,0
113,14,1.1428571428571428,91,0,9,0
114,11,1.4545454545454546,89,0,11,0
115,9,1.7777777777777777,93,0,7,0
116,10,1.6,92,0,8,0
117,9,1.7777777777777777,90,0,10,0
118,10,1.6,89,0,11,0
119,4,4.0,86,0,14,0
120,10,1.6,88,0,12,0
121,12,1.3333333333333333,89,0,11,0
122,6,2.6666666666666665,89,0,11,0
123,8,2.0,87,0,13,0
124,9,1.7777777777777777,88,0,12,0
125,9,1.7777777777777777,90,0,10,0
126,10,1.6,89,0,11,0
127,11,1.4545454545454546,91,0,9,0
128,8,2.0,90,0,10,0
129,10,1.6,94,0,6,0
130,10,1.6,85,0,15,0
131,3,5.333333333333333,88,0,12,0
132,8,2.0,88,0,12,0
133,9,1.7777777777777777,88,0,12,0
134,12,1.3333333333333333,89,0,11,0
135,11,1.4545454545454546,92,0,8,0
136,12,1.3333333333333333,90,0,10,0
137,6,2.6666666666666665,88,0,12,0
138,10,1.6,89,0,11,0
139,11,1.4545454545454546,88,0,12,0
140,11,1.4545454545454546,91,0,9,0
141,7,2.2857142857142856,84,0,16,0
142,10,1.6,94,0,6,0
143,10,1.6,89,0,11,0
144,9,1.7777777777777777,93,0,7,0
145,6,2.6666666666666665,87,0,13,0
146,13,1.2307692307692308,91,0,9,0
147,10,1.6,91,0,9,0
