iteration,partition_count,avg_partition_size,folding_moves_attempted,folding_moves_accepted,partition_moves_attempted,partition_moves_accepted
0,16,1.125,93,0,7,0
1,16,1.125,92,0,8,0
2,14,1.2857142857142858,91,0,9,0
3,14,1.2857142857142858,88,0,12,0
4,16,1.125,82,0,18,0
5,13,1.3846153846153846,90,0,10,0
6,14,1.2857142857142858,92,0,8,0
7,14,1.2857142857142858,88,0,12,0
8,10,1.8,87,0,13,0
9,14,1.2857142857142858,92,0,8,0
10,15,1.2,91,0,9,0
11,15,1.2,94,0,6,0
12,15,1.2,92,0,8,0
13,9,2.0,86,0,14,0
14,12,1.5,88,0,12,0
15,13,1.3846153846153846,88,0,12,0
16,16,1.125,97,0,3,0
17,16,1.125,91,0,9,0
18,7,2.5714285714285716,83,0,17,0
19,15,1.2,94,0,6,0
20,15,1.2,91,0,9,0
21,15,1.2,90,0,10,0
22,16,1.125,94,0,6,0
23,14,1.2857142857142858,90,0,10,0
24,12,1.5,90,0,10,0
25,12,1.5,84,0,16,0
26,13,1.3846153846153846,88,0,12,0
27,11,1.6363636363636365,89,0,11,0
28,13,1.3846153846153846,92,0,8,0
29,16,1.125,93,93,7,7
30,15,1.2,91,0,9,0
31,13,1.3846153846153846,90,0,10,0
32,11,1.6363636363636365,90,0,10,0
33,9,2.0,87,0,13,0
34,14,1.2857142857142858,96,0,4,0
35,14,1.2857142857142858,94,0,6,0
36,10,1.8,91,0,9,0
37,13,1.3846153846153846,94,0,6,0
38,13,1.3846153846153846,93,0,7,0
39,13,1.3846153846153846,92,0,8,0
40,11,1.6363636363636365,92,0,8,0
41,11,1.6363636363636365,88,0,12,0
42,10,1.8,87,0,13,0
43,10,1.8,89,0,11,0
44,12,1.5,88,0,12,0
45,13,1.3846153846153846,91,0,9,0
46,12,1.5,88,0,12,0
47,14,1.2857142857142858,92,0,8,0
48,8,2.25,85,0,15,0
49,11,1.6363636363636365,82,0,18,0
50,15,1.2,90,0,10,0
51,11,1.6363636363636365,94,0,6,0
52,13,1.3846153846153846,91,0,9,0
53,14,1.2857142857142858,92,0,8,0
54,15,1.2,91,0,9,0
55,12,1.5,91,0,9,0
56,12,1.5,91,0,9,0
57,12,1.5,89,0,11,0
58,11,1.6363636363636365,90,0,10,0
59,11,1.6363636363636365,92,0,8,0
60,13,1.3846153846153846,92,0,8,0
61,12,1.5,87,0,13,0
62,17,1.0588235294117647,88,0,12,0
63,12,1.5,86,0,14,0
64,10,1.8,89,0,11,0
65,13,1.3846153846153846,84,0,16,0
66,6,3.0,88,0,12,0
67,12,1.5,87,0,13,0
68,11,1.6363636363636365,91,0,9,0
69,12,1.5,93,0,7,0
70,15,1.2,93,0,7,0
71,8,2.25,85,0,15,0
72,13,1.3846153846153846,91,0,9,0
73,14,1.2857142857142858,91,0,9,0
74,13,1.3846153846153846,93,0,7,0
75,13,1.3846153846153846,91,0,9,0
76,14,1.2857142857142858,88,0,12,0
77,14,1.2857142857142858,94,0,6,0
78,13,1.3846153846153846,90,0,10,0
79,14,1.2857142857142858,89,0,11,0
80,11,1.6363636363636365,90,0,10,0
81,14,1.2857142857142858,90,0,10,0
82,12,1.5,88,0,12,0
83,11,1.6363636363636365,89,0,11,0
84,9,2.0,88,0,12,0
85,13,1.3846153846153846,96,0,4,0
86,12,1.5,92,0,8,0
87,12,1.5,91,0,9,0
88,9,2.0,88,0,12,0
89,10,1.8,89,0,11,0
90,13,1.3846153846153846,85,0,15,0
91,13,1.3846153846153846,93,0,7,0
92,11,1.6363636363636365,87,0,13,0
93,11,1.6363636363636365,87,0,13,0
94,11,1.6363636363636365,89,0,11,0
95,9,2.0,87,0,13,0
96,9,2.0,89,0,11,0
97,13,1.3846153846153846,85,0,15,0
98,14,1.2857142857142858,93,0,7,0
99,9,2.0,86,0,14,0
100,13,1.3846153846153846,92,0,8,0
101,15,1.2,95,0,5,0
102,15,1.2,92,0,8,0
103,12,1.5,93,0,7,0
104,11,1.6363636363636365,86,0,14,0
105,9,2.0,88,0,12,0
106,12,1.5,89,0,11,0
107,13,1.3846153846153846,90,0,10,0
108,12,1.5,92,0,8,0
109,14,1.2857142857142858,90,0,10,0
110,12,1.5,87,0,13,0
111,12,1.5,93,0,7,0
112,12,1.5,89,0,11,0
113,15,1.2,94,0,6,0
114,8,2.25,89,0,11,0
115,10,1.8,87,0,13,0
116,15,1.2,88,0,12,0
117,12,1.5,86,0,14,0
118,10,1.8,91,0,9,0
119,8,2.25,90,0,10,0
120,6,3.0,87,0,13,0
121,12,1.5,87,0,13,0
122,11,1.6363636363636365,91,0,9,0
123,12,1.5,92,0,8,0
124,13,1.3846153846153846,92,0,8,0
125,15,1.2,90,0,10,0
126,9,2.0,86,0,14,0
127,10,1.8,91,0,9,0
128,11,1.6363636363636365,94,0,6,0
129,15,1.2,90,0,10,0
130,12,1.5,93,0,7,0
131,12,1.5,90,0,10,0
132,10,1.8,92,0,8,0
133,9,2.0,86,0,14,0
134,13,1.3846153846153846,91,0,9,0
135,9,2.0,83,0,17,0
136,13,1.3846153846153846,92,0,8,0
137,10,1.8,88,0,12,0
138,11,1.6363636363636365,90,0,10,0
139,13,1.3846153846153846,94,0,6,0
140,13,1.3846153846153846,85,0,15,0
141,12,1.5,92,0,8,0
142,15,1.2,91,0,9,0
143,11,1.6363636363636365,89,0,11,0
144,12,1.5,87,0,13,0
145,15,1.2,91,0,9,0
146,12,1.5,88,0,12,0
147,7,2.5714285714285716,90,0,10,0
148,14,1.2857142857142858,90,0,10,0
149,15,1.2,90,0,10,0
150,12,1.5,85,0,15,0
151,14,1.2857142857142858,87,0,13,0
152,13,1.3846153846153846,91,0,9,0
153,11,1.6363636363636365,93,0,7,0
154,10,1.8,91,0,9,0
155,12,1.5,91,0,9,0
156,10,1.8,85,0,15,0
157,11,1.6363636363636365,90,0,10,0
158,12,1.5,82,0,18,0
159,14,1.2857142857142858,96,0,4,0
160,12,1.5,92,0,8,0
161,10,1.8,91,0,9,0
162,13,1.3846153846153846,91,0,9,0
163,11,1.6363636363636365,89,0,11,0
164,14,1.2857142857142858,88,0,12,0
165,7,2.5714285714285716,87,0,13,0
166,14,1.2857142857142858,90,0,10,0
167,15,1.2,93,0,7,0
168,13,1.3846153846153846,89,0,11,0
169,12,1.5,89,0,11,0
170,14,1.2857142857142858,92,0,8,0
171,16,1.125,92,0,8,0
172,9,2.0,89,0,11,0
173,12,1.5,90,0,10,0
174,12,1.5,91,0,9,0
175,11,1.6363636363636365,87,0,13,0
176,11,1.6363636363636365,90,0,10,0
177,8,2.25,87,0,13,0
178,13,1.3846153846153846,86,0,14,0
179,15,1.2,95,0,5,0
180,13,1.3846153846153846,92,0,8,0
181,13,1.3846153846153846,93,0,7,0
182,14,1.2857142857142858,94,0,6,0
183,12,1.5,86,0,14,0
184,13,1.3846153846153846,86,0,14,0
185,14,1.2857142857142858,90,0,10,0
186,13,1.3846153846153846,91,0,9,0
187,12,1.5,95,0,5,0
188,12,1.5,86,0,14,0
189,13,1.3846153846153846,93,0,7,0
190,9,2.0,87,0,13,0
191,13,1.3846153846153846,92,0,8,0
192,11,1.6363636363636365,89,0,11,0
193,15,1.2,92,0,8,0
194,9,2.0,83,0,17,0
195,11,1.6363636363636365,87,0,13,0
196,12,1.5,92,0,8,0
197,11,1.6363636363636365,89,0,11,0
198,12,1.5,93,0,7,0
199,10,1.8,89,0,11,0
200,13,1.3846153846153846,87,0,13,0
201,14,1.2857142857142858,93,0,7,0
202,11,1.6363636363636365,85,0,15,0
203,14,1.2857142857142858,94,0,6,0
204,9,2.0,89,0,11,0
205,8,2.25,86,0,14,0
206,12,1.5,91,0,9,0
207,13,1.3846153846153846,91,0,9,0
208,12,1.5,89,0,11,0
209,13,1.3846153846153846,90,0,10,0
210,11,1.6363636363636365,91,0,9,0
211,13,1.3846153846153846,90,0,10,0
212,11,1.6363636363636365,89,0,11,0
213,12,1.5,92,0,8,0
214,9,2.0,87,0,13,0
215,10,1.8,91,0,9,0
216,12,1.5,91,0,9,0
217,10,1.8,87,0,13,0
218,15,1.2,86,0,14,0
219,13,1.3846153846153846,93,0,7,0
220,12,1.5,90,0,10,0
221,12,1.5,94,0,6,0
222,17,1.0588235294117647,91,0,9,0
223,11,1.6363636363636365,93,0,7,0
224,11,1.6363636363636365,89,0,11,0
225,9,2.0,91,0,9,0
226,13,1.3846153846153846,90,0,10,0
227,13,1.3846153846153846,93,0,7,0
228,9,2.0,82,0,18,0
229,8,2.25,88,0,12,0
230,14,1.2857142857142858,98,0,2,0
231,13,1.3846153846153846,88,0,12,0
232,12,1.5,89,0,11,0
233,10,1.8,84,0,16,0
234,11,1.6363636363636365,88,0,12,0
235,8,2.25,86,0,14,0
236,16,1.125,92,0,8,0
237,9,2.0,88,0,12,0
238,12,1.5,87,0,13,0
239,14,1.2857142857142858,93,0,7,0
240,16,1.125,92,0,8,0
241,12,1.5,86,0,14,0
242,7,2.5714285714285716,87,0,13,0
243,11,1.6363636363636365,88,0,12,0
244,11,1.6363636363636365,90,0,10,0
245,13,1.3846153846153846,90,0,10,0
246,15,1.2,93,0,7,0
247,11,1.6363636363636365,90,0,10,0
248,12,1.5,87,0,13,0
249,12,1.5,90,0,10,0
250,8,2.25,88,0,12,0
251,16,1.125,96,0,4,0
252,14,1.2857142857142858,85,0,15,0
253,14,1.2857142857142858,92,0,8,0
254,10,1.8,90,0,10,0
255,13,1.3846153846153846,87,0,13,0
256,14,1.2857142857142858,86,0,14,0
257,12,1.5,93,0,7,0
258,10,1.8,91,0,9,0
259,16,1.125,95,0,5,0
260,11,1.6363636363636365,91,0,9,0
261,8,2.25,87,0,13,0
262,13,1.3846153846153846,89,0,11,0
263,12,1.5,94,0,6,0
264,15,1.2,88,0,12,0
265,15,1.2,90,0,10,0
266,8,2.25,88,0,12,0
267,15,1.2,89,0,11,0
268,7,2.5714285714285716,90,0,10,0
269,11,1.6363636363636365,87,0,13,0
270,12,1.5,90,0,10,0
271,13,1.3846153846153846,91,0,9,0
272,13,1.3846153846153846,87,0,13,0
273,15,1.2,89,0,11,0
274,11,1.6363636363636365,92,0,8,0
275,10,1.8,90,0,10,0
276,12,1.5,94,0,6,0
277,14,1.2857142857142858,93,0,7,0
278,14,1.2857142857142858,95,0,5,0
279,15,1.2,91,0,9,0
280,13,1.3846153846153846,92,0,8,0
281,9,2.0,82,0,18,0
282,14,1.2857142857142858,94,0,6,0
283,15,1.2,94,0,6,0
284,14,1.2857142857142858,90,0,10,0
285,14,1.2857142857142858,87,0,13,0
286,10,1.8,91,0,9,0
287,12,1.5,91,0,9,0
288,16,1.125,94,0,6,0
289,14,1.2857142857142858,92,0,8,0
290,10,1.8,84,0,16,0
291,11,1.6363636363636365,94,0,6,0
292,13,1.3846153846153846,92,0,8,0
293,11,1.6363636363636365,89,0,11,0
294,13,1.3846153846153846,94,0,6,0
295,15,1.2,91,0,9,0
296,14,1.2857142857142858,92,0,8,0
