iteration,temperature,dsp,bram,lut,ff,violation
0,10.0,558,1190,756368,896887,True
1,9.95,12923,14762,1748763,2114952,True
2,9.90025,1807,3706,853685,994989,True
4,9.801495006249999,7636,8530,871693,1025919,True
5,9.75248753121875,7432,9334,1136044,1381355,True
6,9.703725093562655,176,858,359805,431774,True
7,9.65520646809484,2605,2963,110630,130951,True
8,9.606930435754366,236,722,173426,205891,True
9,9.558895783575593,6896,9142,3235413,3822779,True
13,9.369146928798036,1231,2002,192448,215881,True
15,9.275689688183277,8146,9264,604332,724455,True
16,9.22931123974236,4211,4701,343116,410532,True
17,9.183164683543648,156,592,75827,88686,True
18,9.13724886012593,966,2824,736372,889909,True
19,9.0915626158253,331,1431,488573,578991,True
20,9.046104802746173,539,1245,434017,526512,True
21,9.000874278732443,372,2203,508827,600524,True
22,8.95586990733878,2012,2890,376397,449551,True
23,8.911090557802085,1948,2714,461832,557214,True
24,8.866535105013075,248,1323,592872,671518,True
25,8.822202429488009,718,1245,125176,147928,True
26,8.778091417340569,408,774,109955,131511,True
27,8.734200960253867,282,2190,1101538,1340089,True
28,8.690529955452599,928,2341,547373,630653,True
29,8.647077305675335,8080,9514,737757,872445,True
30,8.603841919146959,524,1126,507866,580397,True
31,8.560822709551223,203,2006,593693,697842,True
32,8.518018596003467,683,1101,175419,213029,True
33,8.47542850302345,41392,43638,3235413,3822779,True
34,8.433051360508331,5264,7350,2922045,3468064,True
35,8.390886103705789,1026,2205,356712,404531,True
36,8.34893167318726,466,1218,338800,408584,True
38,8.265651079747217,12642,15079,4552489,5209699,True
39,8.22432282434848,464,1902,933405,1114045,True
41,8.142285204175604,341,841,135617,163480,True
42,8.101573778154727,2968,4258,1533453,1818954,True
44,8.020760579717633,904,1646,530971,621043,True
45,7.980656776819045,158,676,274797,328447,True
46,7.94075349293495,523,1127,175497,208869,True
47,7.9010497254702745,521,1563,356363,397881,True
48,7.861544476842923,3356,4522,825124,993885,True
49,7.822236754458708,1028,1710,353013,419446,True
50,7.783125570686415,203,2006,593693,697842,True
51,7.744209942832983,1256,2076,236648,270190,True
52,7.705488893118818,6632,7937,837231,961597,True
53,7.666961448653224,5564,6154,579457,662346,True
54,7.628626641409958,2924,3988,350476,412898,True
55,7.590483508202908,1124,1758,244598,288018,True
56,7.552531090661893,159,1872,689568,832724,True
57,7.514768435208584,659,1025,312856,360165,True
58,7.477194593032541,3816,5852,1106863,1309739,True
59,7.439808620067378,404,858,286306,343507,True
60,7.402609576967041,808,1166,124127,147091,True
61,7.365596529082206,513,2410,850138,991089,True
63,7.29212470370461,2224,3170,908715,1050246,True
65,7.219385759785157,904,1210,95242,109616,True
66,7.183288830986232,3042,4772,1731564,2101098,True
67,7.147372386831301,2802,4974,1797879,2172101,True
68,7.111635524897144,8102,9224,611420,732249,True
70,7.0406969605362955,8504,9809,837231,961597,True
72,6.970466008354946,5193,5919,869126,1036724,True
73,6.935613678313171,478,1038,170070,196628,True
74,6.900935609921605,1852,2618,240074,279530,True
75,6.866430931871998,1128,1490,151491,181399,True
76,6.832098777212638,359,847,100552,119328,True
77,6.797938283326574,728,2678,1880247,2265872,True
78,6.763948591909941,1840,3313,1462669,1682829,True
79,6.7301288489503905,2726,4468,4313732,4948084,True
80,6.696478204705638,1852,3019,406952,463633,True
81,6.66299581368211,1157,1615,177153,213368,True
82,6.6296808346136995,175,779,175497,208869,True
83,6.5965324304406305,212,822,216278,256882,True
85,6.530732019446986,41177,43087,3095770,3668017,True
86,6.49807835934975,392,1286,596707,700398,True
87,6.4655879675530015,1084,1530,201746,237027,True
88,6.433260027715236,77,593,94559,108205,True
90,6.369088258938777,592,1921,1358581,1557298,True
91,6.337242817644083,389,771,239219,288833,True
93,6.274028820538083,1375,3226,610325,726477,True
94,6.242658676435393,392,1286,596707,700398,True
95,6.211445383053215,116,746,268970,323086,True
96,6.1803881561379495,4416,6289,2691753,3094156,True
