iteration,temperature,dsp,bram,lut,ff,violation
0,20.0,7031,12484,10189577,13232670,True
1,19.9,12046,21533,19310385,23305022,True
2,19.8005,140302,149748,283268184,343443636,True
3,19.7014975,235113,245160,154623848,185209095,True
4,19.602990012499998,14359,21283,15928993,20425763,True
5,19.5049750624375,295323,301883,60750082,70137068,True
6,19.40745018712531,8328,14999,15887747,18938222,True
7,19.31041293618968,197194,203652,110053301,127246472,True
8,19.213860871508732,2614,11164,4004821,5099348,True
9,19.117791567151187,8262,13127,4366218,5635732,True
10,19.022202609315432,10462,18360,14330577,16889440,True
11,18.927091596268856,17972,27179,19648922,24835862,True
12,18.83245613828751,4328,10434,7318302,9206883,True
13,18.738293857596073,597,7023,1910313,2425704,True
14,18.644602388308094,227571,233175,70518730,85181565,True
15,18.551379376366555,77210,85449,21962945,26004484,True
16,18.45862247948472,17960,27099,19626825,23837345,True
17,18.366329367087296,1387,7155,4065878,5155543,True
18,18.27449772025186,31736,39924,28550677,34254060,True
19,18.1831252316506,20138,26051,47577467,59558557,True
20,18.092209605492346,9807,15433,13861228,16950984,True
21,18.001748557464886,11906,18267,18786727,24261754,True
22,17.91173981467756,17978,25846,38211003,49024699,True
23,17.82218111560417,25703,32628,54677508,67568386,True
24,17.73307021002615,38308,44628,15058253,18466076,True
25,17.644404858976017,5698,13682,18372230,23664441,True
26,17.556182834681138,138320,147188,92691632,112521292,True
27,17.468401920507734,27355,34375,61793996,76311063,True
28,17.381059910905197,1369,7995,3350282,4401611,True
29,17.29415461135067,17917,24981,28306550,35142631,True
30,17.207683838293917,43334,49144,96220513,119753087,True
31,17.121645419102446,3148,9332,2539798,3229212,True
32,17.036037192006933,4584,13408,16760361,21682788,True
33,16.9508570060469,20430,27472,12596776,15995082,True
34,16.866102721016663,10954,17962,8131640,10293217,True
35,16.781772207411578,117124,123596,65580212,76033257,True
36,16.69786334637452,32424,41818,65581473,83540880,True
37,16.614374029642647,11940,16908,16772577,21012965,True
38,16.531302159494434,5239,10571,7935016,9875754,True
39,16.44864564869696,2927,8707,2254096,2812941,True
40,16.366402420453475,37922,44456,26929389,31663055,True
41,16.284570408351208,25831,31465,25097810,31428728,True
42,16.203147556309453,3088,10181,2783793,3490227,True
43,16.122131818527905,51104,57052,38212645,46559278,True
44,16.041521159435266,31620,36790,17872288,22229350,True
45,15.96131355363809,21839,30900,41819694,53435318,True
46,15.8815069858699,44581,52748,88369711,110758376,True
47,15.802099450940549,11133,20916,12200927,15590337,True
48,15.723088953685846,35949,43183,100370711,126057857,True
49,15.644473508917416,151406,157142,35479261,41157907,True
50,15.56625114137283,3373,11537,3840690,4894340,True
51,15.488419885665966,2823,7621,6967517,8552243,True
52,15.410977786237636,5632,10859,18892944,24174385,True
53,15.333922897306447,88277,97113,118064075,140236918,True
54,15.257253282819915,16425,22517,11088416,14252967,True
55,15.180967016405816,20540,25031,9652241,12278915,True
56,15.105062181323786,2510,9080,4547414,5770391,True
57,15.029536870417168,15131,22935,22817932,29090594,True
58,14.954389186065082,1517,8741,3672331,4436917,True
59,14.879617240134756,14308,20960,14527045,17646643,True
60,14.805219153934082,51050,61828,92222198,115488421,True
61,14.731193058164411,8476,12801,18586850,22641713,True
62,14.65753709287359,31835,40035,21802284,27266565,True
63,14.58424940740922,29170,34363,31393285,39762852,True
64,14.511328160372175,16685,24579,28776528,36267083,True
65,14.438771519570315,665,6447,2976791,3868562,True
66,14.366577661972464,14292,21030,23900592,30106793,True
67,14.294744773662602,7233,12495,23047840,29893658,True
68,14.223271049794288,1224,7646,2272974,2698791,True
69,14.152154694545317,2354,11645,4437018,5691740,True
70,14.081393921072591,9774,15454,5462473,6899533,True
71,14.010986951467228,9961,17659,5104678,6259329,True
72,13.940932016709892,26271,33153,24390924,29621934,True
73,13.871227356626342,6075,10780,8057628,10216215,True
74,13.80187121984321,38537,47693,64509995,78893856,True
75,13.732861863743995,1841,8710,3327215,4179957,True
76,13.664197554425275,1441,7760,2851055,3637128,True
77,13.595876566653148,31103,37969,21766019,27448643,True
78,13.527897183819881,66016,73152,109762635,126930855,True
79,13.460257697900781,18728,26670,21695153,27620220,True
80,13.392956409411276,14071,19634,16245219,20961313,True
81,13.32599162736422,5730,12617,9110129,11513946,True
82,13.259361669227399,8639,14934,12204825,14220635,True
83,13.193064860881261,24494,30663,40055695,47865239,True
84,13.127099536576855,13175,18930,25393225,31938203,True
85,13.061464038893972,58537,63165,89132858,108230689,True
86,12.9961567186995,28584,36788,68149969,85103749,True
87,12.931175935106003,7796,14254,14403639,18180117,True
88,12.866520055430472,7882,14928,8519090,9949657,True
89,12.80218745515332,4523,11057,3744587,4791131,True
90,12.738176517877553,15817,23145,19802394,24323452,True
91,12.674485635288166,792872,801156,405050392,466886876,True
92,12.611113207111725,1334,6965,1294552,1640033,True
93,12.548057641076166,14228,21974,27897788,34794979,True
94,12.485317352870785,12044,18849,12225373,15416560,True
95,12.42289076610643,2473,9673,4408142,5382912,True
96,12.360776312275899,705,8328,2446825,3151312,True
97,12.29897243071452,12073,17990,10391909,12952076,True
98,12.237477568560946,35669,39571,22819724,27830108,True
99,12.17629018071814,8941,13154,14963112,19339599,True
100,12.11540872981455,150801,158271,46070807,55703597,True
101,12.054831686165478,8306,16506,10274139,13080270,True
102,11.994557527734651,272789,280967,130699101,151276502,True
103,11.934584740095978,82852,90516,28719707,33747594,True
104,11.874911816395498,19299,25974,11053479,13954482,True
105,11.81553725731352,20338,28119,20543623,25622036,True
106,11.756459571026953,3917,14206,10577322,13166215,True
107,11.697677273171818,4468,12752,11303417,14243218,True
108,11.63918888680596,10661,18046,16370431,20622068,True
109,11.58099294237193,217,6155,705294,910172,True
110,11.52308797766007,7340,11927,9642436,12410848,True
111,11.46547253777177,40440,46632,15622398,18683792,True
112,11.408145175082911,14517,19666,29602628,37140856,True
113,11.351104449207497,62080,68541,68005037,81803303,True
114,11.29434892696146,16106,19761,16657717,20910324,True
115,11.237877182326653,15874,22165,27969642,34777772,True
116,11.18168779641502,23790,29072,11278043,14126757,True
117,11.125779357432945,58859,62387,17106599,20805721,True
118,11.070150460645781,2075,8770,3908766,4757528,True
119,11.014799708342553,19036,22932,7235385,9215868,True
120,10.95972570980084,11095,16792,23324452,29177415,True
121,10.904927081251834,263467,271158,400270782,461350362,True
122,10.850402445845575,18120,25388,37354833,46189744,True
123,10.796150433616347,973,6995,1540457,1899801,True
124,10.742169681448265,19528,26170,11226963,14425232,True
125,10.688458833041024,18132,24982,32887583,40968281,True
126,10.635016538875819,11693,21747,12888410,16324016,True
127,10.58184145618144,3812,10090,3096744,3712983,True
128,10.528932248900533,58577,66207,24189897,30888414,True
129,10.47628758765603,13673,18632,24134997,28383477,True
130,10.42390614971775,45819,53636,89364577,111836233,True
131,10.37178661896916,11177,16109,33257585,42423914,True
132,10.319927685874315,2595,7974,2082432,2642359,True
133,10.268328047444944,3597,12453,10577782,13179666,True
134,10.21698640720772,35036,42816,83933249,102121460,True
135,10.165901475171681,84875,90483,28049200,34043367,True
136,10.115071967795823,152943,159206,52310412,62784179,True
137,10.064496607956844,3055,9239,7347008,9230732,True
138,10.01417412491706,23263,28805,56350363,67894582,True
139,9.964103254292475,471,6791,1369929,1787160,True
140,9.914282738021013,1877,11724,7732984,9963043,True
141,9.864711324330909,5331,12230,15010130,18642402,True
142,9.815387767709254,301139,310670,67936140,79234885,True
143,9.766310828870708,75429,82758,27935566,34880299,True
144,9.717479274726355,12854,17118,15643203,20182861,True
145,9.668891878352722,34504,40761,72235409,87787293,True
146,9.620547418960959,17321,23366,32129212,38766436,True
147,9.572444681866154,1875,7727,3232375,4189890,True
148,9.524582458456823,5653,10679,9456409,11605902,True
149,9.476959546164538,12438,17115,7378192,9201448,True
150,9.429574748433716,76726,81386,31868788,40439474,True
151,9.382426874691546,2803,8812,6249481,8035905,True
152,9.33551474031809,11100,20505,34622499,43805539,True
153,9.2888371666165,6980,12736,11199657,13667551,True
154,9.242392980783416,4555,12016,10337458,13217376,True
155,9.1961810158795,33775,41511,47792253,55642628,True
156,9.150200110800101,12997,18330,10044984,12351144,True
157,9.104449110246101,7309,13049,17425221,22458433,True
158,9.05892686469487,19041,25473,44393640,55517585,True
159,9.013632230371396,13558,24113,14959529,19286688,True
160,8.96856406921954,52138,59664,51742890,66201887,True
161,8.923721248873441,124250,131568,95228135,115503220,True
162,8.879102642629075,9707,15899,24475107,31468039,True
163,8.83470712941593,1376,7548,2536465,3275064,True
164,8.790533593768851,40334,47383,73095719,90951856,True
165,8.746580925800007,2351,8118,2818539,3435415,True
