iteration,temperature,dsp,bram,lut,ff,violation
0,20.0,587,1680,1365639,1791167,True
1,19.9,561,1362,1023524,1337755,True
2,19.8005,7300,8813,5645604,6535848,True
3,19.7014975,4648,5868,2761257,3394107,True
4,19.602990012499998,1149,2459,925499,1174071,True
5,19.5049750624375,3618,4784,2869013,3734611,True
6,19.40745018712531,15908,17538,3625552,4465490,True
7,19.31041293618968,3560,4631,3023627,3925959,True
8,19.213860871508732,21441,22622,3618624,4307767,True
9,19.117791567151187,12211,13518,8140077,9856938,True
10,19.022202609315432,315,1958,1121052,1438059,True
11,18.927091596268856,235,682,179011,233826,True
12,18.83245613828751,984,1874,687335,853973,True
13,18.738293857596073,9640,10546,1739801,2187641,True
14,18.644602388308094,38708,40170,6676376,8425030,True
15,18.551379376366555,1845,3080,1922691,2305420,True
16,18.45862247948472,5293,6169,737730,888567,True
17,18.366329367087296,1570,2352,2650778,3629731,True
18,18.27449772025186,1312,2359,1182756,1505753,True
19,18.1831252316506,6910,7707,1349284,1695674,True
20,18.092209605492346,76992,78342,7083962,8393180,True
21,18.001748557464886,811,1683,758788,971597,True
22,17.91173981467756,1520,2118,1984724,2706065,True
23,17.82218111560417,11601,12875,2006310,2383213,True
24,17.73307021002615,2604,5074,2136569,2783967,True
25,17.644404858976017,1707,2508,467269,574925,True
26,17.556182834681138,669,1473,1491076,1946098,True
27,17.468401920507734,1121,2305,1739088,2249029,True
28,17.381059910905197,6406,7154,1932904,2302347,True
29,17.29415461135067,1370,2180,554557,687559,True
30,17.207683838293917,7106,7893,1417993,1720910,True
31,17.121645419102446,3842,5462,2276164,2919596,True
32,17.036037192006933,10521,11230,1446229,1723580,True
33,16.9508570060469,9789,11438,3267381,4150405,True
34,16.866102721016663,4286,5447,5155134,6464862,True
35,16.781772207411578,9794,11043,2486006,3186537,True
36,16.69786334637452,1642,2464,342289,405381,True
37,16.614374029642647,26941,28924,9622917,11496635,True
38,16.531302159494434,3575,4869,2143619,2646118,True
39,16.44864564869696,979,2594,2049712,2608948,True
40,16.366402420453475,6432,8136,4080119,5311257,True
41,16.284570408351208,1670,2386,427352,523425,True
42,16.203147556309453,1733,3572,3663329,4814953,True
43,16.122131818527905,176,665,241823,299948,True
44,16.041521159435266,237,943,638942,825522,True
45,15.96131355363809,7990,9815,6216786,8358229,True
46,15.8815069858699,2998,3970,2568369,3236850,True
47,15.802099450940549,19192,20797,2759330,3294034,True
